,workclass,fnlwgt,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
45548,Private,,10.0,,Adm-clerical,Not-in-family,Male,0.0,0.0,25.0,,
45549,State-gov,,4.0,,Other-service,Not-in-family,Female,0.0,0.0,40.0,,
45550,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,United-States,<=50K
45551,Private,252993.0,8.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,,
45552,,123464.0,9.0,Married-civ-spouse,,Husband,,0.0,0.0,,,
45553,Federal-gov,,,Separated,Other-service,Not-in-family,Male,,,40.0,United-States,<=50K
45554,Self-emp-not-inc,,9.0,,Other-service,Own-child,Female,0.0,0.0,50.0,,
45555,Private,,,Never-married,Tech-support,Not-in-family,Male,,,40.0,United-States,<=50K
45556,Private,201699.0,12.0,Married-civ-spouse,Sales,Husband,,5178.0,0.0,,,
45557,Private,73023.0,9.0,Divorced,Machine-op-inspct,Not-in-family,,2202.0,0.0,,,
45558,Private,210310.0,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,,
45559,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,50.0,,>50K
45560,Private,,9.0,,Sales,Unmarried,Male,0.0,0.0,42.0,,
45561,Private,,10.0,,Machine-op-inspct,Husband,Male,0.0,0.0,40.0,,
45562,Private,174386.0,14.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,,
45563,Private,,,Never-married,Adm-clerical,Own-child,Female,,,12.0,United-States,<=50K
45564,Self-emp-inc,103948.0,13.0,Divorced,Prof-specialty,Not-in-family,,0.0,0.0,,,
45565,Private,96480.0,11.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,,
45566,Private,153718.0,10.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,,
45567,Private,,,Never-married,Tech-support,Not-in-family,Male,,,40.0,United-States,<=50K
45568,State-gov,124971.0,16.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,,
45569,State-gov,163047.0,10.0,Divorced,Adm-clerical,Not-in-family,,0.0,0.0,,,
45570,Federal-gov,175083.0,9.0,Never-married,Adm-clerical,Unmarried,,0.0,0.0,,,
45571,Private,,,Divorced,Exec-managerial,Not-in-family,Female,,,60.0,United-States,<=50K
45572,Private,,7.0,,Other-service,Not-in-family,Female,0.0,0.0,40.0,,
45573,Self-emp-not-inc,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,25.0,United-States,<=50K
45574,Private,,14.0,,Tech-support,Not-in-family,Male,0.0,0.0,40.0,,
45575,Private,147548.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
45576,Private,,,Never-married,Other-service,Own-child,Female,,,16.0,United-States,<=50K
45577,Local-gov,,10.0,,Handlers-cleaners,Not-in-family,Male,0.0,0.0,50.0,,
45578,Private,323619.0,10.0,Never-married,Adm-clerical,Unmarried,,0.0,0.0,,,
45579,Local-gov,,,Never-married,Farming-fishing,Own-child,Male,,,40.0,United-States,<=50K
45580,Private,165315.0,6.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
45581,Federal-gov,,10.0,,Handlers-cleaners,Own-child,Male,0.0,0.0,20.0,,
45582,Local-gov,,,Never-married,Adm-clerical,Own-child,Male,,,40.0,United-States,<=50K
45583,Private,,6.0,,Other-service,Own-child,Male,0.0,0.0,40.0,,
45584,Private,,4.0,,Craft-repair,Husband,Male,0.0,0.0,40.0,,
45585,Private,269254.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
45586,Private,,7.0,,Machine-op-inspct,Unmarried,Female,0.0,0.0,40.0,,
45587,Private,,,Married-civ-spouse,Exec-managerial,Husband,Male,,,42.0,United-States,>50K
45588,Private,,,Never-married,Protective-serv,Not-in-family,Male,,,40.0,United-States,<=50K
45589,Private,216941.0,9.0,Divorced,Exec-managerial,Unmarried,,0.0,0.0,,,
45590,Private,,2.0,,Machine-op-inspct,Husband,Male,0.0,0.0,40.0,,
45591,Private,,,Divorced,Sales,Unmarried,Female,,,30.0,United-States,<=50K
45592,State-gov,175696.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
45593,Private,,12.0,,Craft-repair,Husband,Male,0.0,0.0,45.0,,
45594,Private,,,Married-civ-spouse,Transport-moving,Husband,Male,,,40.0,United-States,<=50K
45595,Local-gov,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,40.0,United-States,>50K
45596,,113544.0,13.0,Married-civ-spouse,,Husband,,0.0,0.0,,,
45597,,,13.0,Divorced,,,Male,0.0,0.0,,United-States,<=50K
45598,Self-emp-not-inc,39610.0,10.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,,,
45599,Private,,,Married-civ-spouse,Transport-moving,Husband,Male,,,30.0,Mexico,<=50K
45600,Local-gov,197290.0,5.0,Married-civ-spouse,Other-service,Husband,,0.0,0.0,,,
45601,Self-emp-not-inc,,,Married-civ-spouse,Craft-repair,Husband,Male,,,50.0,United-States,>50K
45602,Private,355571.0,9.0,Divorced,Machine-op-inspct,Unmarried,,0.0,0.0,,,
45603,Private,,4.0,,Transport-moving,Husband,Male,0.0,0.0,40.0,,
45604,Self-emp-not-inc,327164.0,10.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
45605,Self-emp-not-inc,,6.0,,Craft-repair,Not-in-family,Male,0.0,0.0,40.0,,
45606,Private,,13.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,40.0,,
45607,Federal-gov,225339.0,10.0,Widowed,Adm-clerical,Not-in-family,,0.0,0.0,,,
45608,,,13.0,,,Own-child,Female,0.0,0.0,40.0,,
45609,Private,,10.0,,Sales,Not-in-family,Male,0.0,0.0,40.0,,
45610,Federal-gov,,,Married-civ-spouse,Protective-serv,Husband,Male,,,50.0,United-States,<=50K
45611,Private,,,Divorced,Other-service,Not-in-family,Male,,,24.0,United-States,<=50K
45612,State-gov,92795.0,15.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,,
45613,Private,,,Divorced,Sales,Not-in-family,Female,,,45.0,United-States,<=50K
45614,Local-gov,142573.0,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
45615,Private,,,Married-civ-spouse,Farming-fishing,Husband,Male,,,40.0,United-States,<=50K
45616,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,Vietnam,<=50K
45617,,136819.0,13.0,Married-civ-spouse,,Husband,,0.0,0.0,,,
45618,Private,314007.0,10.0,Married-civ-spouse,Transport-moving,Husband,,5178.0,0.0,,,
45619,Federal-gov,,13.0,,Exec-managerial,Husband,Male,0.0,0.0,39.0,,
45620,Private,139863.0,2.0,Never-married,Farming-fishing,Not-in-family,,0.0,0.0,,,
45621,Private,,,Never-married,Craft-repair,Own-child,Male,,,40.0,United-States,<=50K
45622,Private,292592.0,9.0,Married-civ-spouse,Machine-op-inspct,Wife,,0.0,0.0,,,
45623,Private,199713.0,5.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
45624,,,,Married-civ-spouse,,Husband,Male,,,30.0,United-States,>50K
45625,,,10.0,,,Own-child,Male,0.0,0.0,50.0,,
45626,Private,40135.0,10.0,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,2042.0,,,
45627,Private,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,45.0,United-States,>50K
45628,Private,,,Never-married,Handlers-cleaners,Not-in-family,Male,,,40.0,United-States,<=50K
45629,Private,105422.0,9.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,,
45630,Self-emp-not-inc,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,United-States,<=50K
45631,Self-emp-not-inc,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,45.0,United-States,>50K
45632,Self-emp-not-inc,65278.0,12.0,Never-married,Craft-repair,Own-child,,0.0,0.0,,,
45633,Private,221801.0,3.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,,
45634,Private,,13.0,,Exec-managerial,Husband,Male,15024.0,0.0,55.0,,
45635,Self-emp-not-inc,,,Married-civ-spouse,Farming-fishing,Husband,Male,,,70.0,United-States,<=50K
45636,Private,,,Never-married,Machine-op-inspct,Own-child,Male,,,40.0,United-States,<=50K
45637,Private,39232.0,13.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,,
45638,Private,222450.0,9.0,Never-married,Sales,Not-in-family,,0.0,2339.0,,,
45639,Self-emp-not-inc,208577.0,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
45640,Private,233149.0,11.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,,
45641,Private,,9.0,,Transport-moving,Unmarried,Male,0.0,0.0,40.0,,
45642,Private,,,Never-married,Other-service,Own-child,Female,,,30.0,United-States,<=50K
45643,Self-emp-inc,241153.0,14.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
45644,Private,,,Married-civ-spouse,Exec-managerial,Husband,Male,,,55.0,United-States,>50K
45645,Private,,10.0,,Sales,Husband,Male,0.0,0.0,98.0,,
45646,Private,172510.0,10.0,Widowed,Prof-specialty,Not-in-family,,1848.0,0.0,,,
45647,Private,,9.0,,Transport-moving,Own-child,Female,0.0,0.0,40.0,,
45648,Private,,13.0,,Exec-managerial,Husband,Male,15024.0,0.0,50.0,,
45649,Private,,9.0,,Other-service,Husband,Male,0.0,0.0,50.0,,
45650,Private,,,Widowed,Exec-managerial,Unmarried,Female,,,30.0,United-States,<=50K
45651,,,,Never-married,,Not-in-family,Male,,,30.0,United-States,<=50K
45652,Private,,,Divorced,Prof-specialty,Not-in-family,Male,,,40.0,United-States,<=50K
45653,Private,188300.0,9.0,Never-married,Sales,Not-in-family,,0.0,0.0,,,
45654,,,,Never-married,,Unmarried,Female,,,40.0,United-States,<=50K
45655,Private,,,Never-married,Other-service,Unmarried,Female,,,30.0,United-States,<=50K
45656,Private,,,Separated,Sales,Not-in-family,Male,,,40.0,United-States,<=50K
45657,Private,,9.0,,Transport-moving,Husband,Male,0.0,0.0,40.0,,
45658,Private,,10.0,,Sales,Other-relative,Female,0.0,0.0,35.0,,
45659,Private,,,Never-married,Transport-moving,Own-child,Male,,,20.0,China,<=50K
45660,Private,,,Never-married,Adm-clerical,Not-in-family,Male,,,30.0,United-States,<=50K
45661,Self-emp-not-inc,336848.0,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,,
45662,Federal-gov,,,Married-civ-spouse,Tech-support,Husband,Male,,,45.0,United-States,<=50K
45663,Private,,,Divorced,Handlers-cleaners,Not-in-family,Female,,,37.0,United-States,<=50K
45664,Private,,,Never-married,Craft-repair,Not-in-family,Male,,,40.0,United-States,<=50K
45665,Private,,,Married-civ-spouse,Exec-managerial,Husband,Male,,,50.0,United-States,>50K
45666,Self-emp-not-inc,263871.0,10.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
45667,Self-emp-not-inc,,9.0,,Exec-managerial,Not-in-family,Female,99999.0,0.0,60.0,,
45668,Private,93977.0,9.0,Never-married,Craft-repair,Not-in-family,,0.0,0.0,,,
45669,Private,,,Married-civ-spouse,Sales,Husband,Male,,,50.0,United-States,<=50K
45670,Self-emp-not-inc,39539.0,9.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,,,
45671,Private,,10.0,,Adm-clerical,Wife,Female,15024.0,0.0,34.0,,
45672,Private,,,Never-married,Adm-clerical,Not-in-family,Female,,,30.0,United-States,<=50K
45673,Private,,,Married-civ-spouse,Other-service,Wife,Female,,,40.0,United-States,<=50K
45674,State-gov,417543.0,16.0,Widowed,Prof-specialty,Not-in-family,,8614.0,0.0,,,
45675,Local-gov,124685.0,12.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,,
45676,Private,117295.0,2.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
45677,Private,104440.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
45678,Private,,9.0,,Machine-op-inspct,Husband,Male,0.0,0.0,40.0,,
45679,Local-gov,,10.0,,Exec-managerial,Husband,Male,0.0,0.0,45.0,,
45680,State-gov,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,50.0,United-States,>50K
45681,Private,213385.0,9.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,,
45682,Private,,,Never-married,Sales,Not-in-family,Male,,,38.0,United-States,<=50K
45683,Private,,10.0,,Craft-repair,Own-child,Male,0.0,0.0,30.0,,
45684,Private,262153.0,7.0,Married-spouse-absent,Craft-repair,Own-child,,0.0,0.0,,,
45685,State-gov,,10.0,,Prof-specialty,Own-child,Female,0.0,0.0,40.0,,
45686,,234738.0,,Married-civ-spouse,Exec-managerial,,Female,,0.0,40.0,,
45687,Private,,13.0,,Exec-managerial,Not-in-family,Male,0.0,1590.0,50.0,,
45688,Local-gov,177482.0,12.0,Married-civ-spouse,Protective-serv,Husband,,0.0,0.0,,,
45689,Private,26892.0,13.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,,
45690,Private,,,Never-married,Craft-repair,Not-in-family,Male,,,35.0,United-States,<=50K
45691,Private,296749.0,10.0,Divorced,Machine-op-inspct,Not-in-family,,0.0,0.0,,,
45692,Self-emp-not-inc,,,Married-civ-spouse,Sales,Husband,Male,,,50.0,United-States,<=50K
45693,Private,,,Never-married,Craft-repair,Own-child,Male,,,40.0,United-States,<=50K
45694,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,45.0,United-States,<=50K
45695,Private,192017.0,10.0,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,0.0,,,
45696,Private,141537.0,6.0,Divorced,Machine-op-inspct,Not-in-family,,0.0,0.0,,,
45697,Private,,10.0,,Craft-repair,Husband,Male,5178.0,0.0,50.0,,
45698,Private,126677.0,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,3103.0,0.0,,,
45699,Private,,,Married-civ-spouse,Adm-clerical,Husband,Male,,,40.0,United-States,>50K
45700,,319685.0,11.0,Married-civ-spouse,,Husband,,0.0,0.0,,,
45701,Private,31924.0,10.0,Widowed,Adm-clerical,Not-in-family,,0.0,0.0,,,
45702,Private,,,Divorced,Craft-repair,Not-in-family,Male,,,40.0,United-States,<=50K
45703,Private,,7.0,,Machine-op-inspct,Other-relative,Male,0.0,0.0,50.0,,
45704,Private,,6.0,,Machine-op-inspct,Unmarried,Female,0.0,0.0,40.0,,
45705,,,,Never-married,,Not-in-family,Male,,,40.0,United-States,<=50K
45706,Private,141327.0,9.0,Divorced,Machine-op-inspct,Not-in-family,,0.0,0.0,,,
45707,Private,,,Never-married,Handlers-cleaners,Own-child,Male,,,35.0,United-States,<=50K
45708,,,10.0,,,Own-child,Female,0.0,0.0,18.0,,
45709,Private,,,Married-civ-spouse,Other-service,Wife,Female,,,28.0,United-States,<=50K
45710,Self-emp-not-inc,,,Married-civ-spouse,Craft-repair,Husband,Male,,,20.0,United-States,<=50K
45711,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,50.0,,
45712,Private,124680.0,13.0,Never-married,Sales,Not-in-family,,13550.0,0.0,,,
45713,Private,,11.0,,Tech-support,Husband,Male,0.0,0.0,38.0,,
45714,Local-gov,188391.0,12.0,Divorced,Other-service,Unmarried,,0.0,0.0,,,
45715,State-gov,,9.0,,Protective-serv,Not-in-family,Male,0.0,0.0,40.0,,
45716,Private,,9.0,,Other-service,Unmarried,Female,0.0,0.0,30.0,,
45717,State-gov,,,Divorced,Prof-specialty,Unmarried,Male,,,30.0,United-States,<=50K
45718,Private,253759.0,9.0,Never-married,Sales,Unmarried,,0.0,0.0,,,
45719,Private,,,Married-civ-spouse,Sales,Husband,Male,,,40.0,United-States,>50K
45720,Local-gov,241851.0,11.0,Married-civ-spouse,Transport-moving,Husband,,4386.0,0.0,,,
45721,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,,<=50K
45722,Private,,,Never-married,Prof-specialty,Not-in-family,Female,,,40.0,United-States,<=50K
45723,,,14.0,,,Husband,Male,0.0,0.0,50.0,,
45724,Private,,,Married-civ-spouse,Exec-managerial,Husband,Male,,,45.0,England,>50K
45725,,167710.0,10.0,Divorced,,Not-in-family,,0.0,0.0,,,
45726,Private,248010.0,9.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,,
45727,Private,278322.0,13.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,,
45728,Self-emp-not-inc,,13.0,,Exec-managerial,Husband,Male,0.0,0.0,40.0,,
45729,Private,118799.0,9.0,Divorced,Adm-clerical,Not-in-family,,0.0,0.0,,,
45730,Private,,,Never-married,Priv-house-serv,Unmarried,Female,,,28.0,,<=50K
45731,Private,,10.0,,Machine-op-inspct,Husband,Male,0.0,0.0,40.0,,
45732,Private,202203.0,13.0,Never-married,Adm-clerical,Other-relative,,0.0,0.0,,,
45733,Private,,9.0,,Protective-serv,Other-relative,Male,0.0,0.0,40.0,,
45734,,,,Married-civ-spouse,,Husband,Male,,,40.0,United-States,<=50K
45735,Federal-gov,,13.0,,Exec-managerial,Not-in-family,Male,0.0,0.0,40.0,,
45736,Local-gov,157240.0,13.0,Divorced,Prof-specialty,Unmarried,,0.0,0.0,,,
45737,Private,33016.0,9.0,Never-married,Craft-repair,Not-in-family,,0.0,0.0,,,
45738,Local-gov,,9.0,,Other-service,Own-child,Female,0.0,0.0,35.0,,
45739,Private,,,Married-civ-spouse,Adm-clerical,Husband,Male,,,40.0,United-States,<=50K
45740,Private,,10.0,,Adm-clerical,Own-child,Female,0.0,0.0,40.0,,
45741,Private,,12.0,,Sales,Not-in-family,Female,0.0,0.0,40.0,,
45742,Private,,9.0,,Other-service,Wife,Female,0.0,0.0,35.0,,
45743,Private,,,Never-married,Exec-managerial,Not-in-family,Female,,,40.0,United-States,<=50K
45744,Federal-gov,,14.0,,Exec-managerial,Husband,Male,0.0,0.0,40.0,,
45745,Private,,,Never-married,Adm-clerical,Other-relative,Female,,,40.0,United-States,<=50K
45746,Federal-gov,,13.0,,Prof-specialty,Husband,Male,0.0,0.0,40.0,,
45747,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,,>50K
45748,Private,,,Never-married,Farming-fishing,Not-in-family,Male,,,40.0,Ireland,<=50K
45749,State-gov,,,Divorced,Prof-specialty,Unmarried,Female,,,40.0,United-States,<=50K
45750,State-gov,,13.0,,Exec-managerial,Husband,Male,0.0,0.0,45.0,,
45751,Private,166929.0,13.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,,
45752,Private,212465.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
45753,,89852.0,2.0,Married-civ-spouse,,Husband,,0.0,0.0,,,
45754,Private,,13.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,40.0,,
45755,Self-emp-not-inc,60116.0,6.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,,
45756,Private,,,Never-married,Craft-repair,Not-in-family,Male,,,40.0,United-States,<=50K
45757,Private,,,Never-married,Sales,Unmarried,Female,,,42.0,United-States,<=50K
45758,Self-emp-inc,,,Married-civ-spouse,Exec-managerial,Husband,Male,,,50.0,United-States,>50K
45759,Local-gov,103966.0,14.0,Divorced,Adm-clerical,Unmarried,,0.0,0.0,,,
45760,Self-emp-not-inc,,,Married-civ-spouse,Exec-managerial,Own-child,Male,,,60.0,United-States,<=50K
45761,Private,257874.0,13.0,Never-married,Sales,Not-in-family,,0.0,0.0,,,
45762,Self-emp-inc,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,50.0,United-States,>50K
45763,Private,,6.0,,Farming-fishing,Wife,Female,0.0,0.0,40.0,,
45764,Private,192900.0,,Never-married,Tech-support,Own-child,,0.0,0.0,,,
45765,Private,222450.0,10.0,Separated,Exec-managerial,Unmarried,,0.0,0.0,,,
45766,Private,,2.0,,Craft-repair,Not-in-family,Male,0.0,0.0,40.0,,
45767,Private,99339.0,12.0,Divorced,Adm-clerical,Not-in-family,,0.0,880.0,,,
45768,Local-gov,292217.0,9.0,Divorced,Protective-serv,Unmarried,,0.0,0.0,,,
45769,Self-emp-not-inc,,9.0,,Farming-fishing,Husband,Male,0.0,0.0,60.0,,
45770,Local-gov,,14.0,,Prof-specialty,Husband,Male,0.0,0.0,45.0,,
45771,,,13.0,,,Husband,Male,4386.0,0.0,40.0,,
45772,Private,43764.0,16.0,Married-civ-spouse,Prof-specialty,Husband,,15024.0,0.0,,,
45773,Private,,,Never-married,Prof-specialty,Own-child,Female,,,40.0,United-States,<=50K
45774,Private,145419.0,9.0,Widowed,Adm-clerical,Unmarried,,0.0,0.0,,,
45775,Private,133935.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
45776,Private,,9.0,,Machine-op-inspct,Wife,Female,0.0,0.0,37.0,,
45777,Private,,,Married-civ-spouse,Sales,Other-relative,Female,,,24.0,United-States,>50K
45778,Private,,11.0,,Prof-specialty,Husband,Male,0.0,0.0,40.0,,
45779,Local-gov,,,Separated,Prof-specialty,Unmarried,Male,,,40.0,United-States,<=50K
45780,Private,134367.0,9.0,Divorced,Other-service,Own-child,,0.0,0.0,,,
45781,Private,,,Married-civ-spouse,Transport-moving,Husband,Male,,,40.0,United-States,<=50K
45782,Private,,9.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,40.0,,
45783,Private,,7.0,,Adm-clerical,Own-child,Female,0.0,0.0,20.0,,
45784,Private,,,Never-married,Adm-clerical,Own-child,Male,,,38.0,United-States,<=50K
45785,Private,,,Married-civ-spouse,Transport-moving,Husband,Male,,,99.0,United-States,<=50K
45786,Local-gov,263984.0,9.0,Married-civ-spouse,Other-service,Husband,,0.0,0.0,,,
45787,Private,,,Never-married,Prof-specialty,Not-in-family,Female,,,40.0,United-States,<=50K
45788,Private,70982.0,11.0,Never-married,Other-service,Own-child,,0.0,0.0,,,
45789,Private,,9.0,,Sales,Not-in-family,Male,0.0,0.0,38.0,,
45790,Private,172893.0,10.0,Never-married,Exec-managerial,Own-child,,0.0,0.0,,,
45791,Private,115439.0,10.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,,
45792,Local-gov,,,Married-civ-spouse,Adm-clerical,Wife,Female,,,38.0,United-States,>50K
45793,Private,,9.0,,Craft-repair,Husband,Male,7688.0,0.0,99.0,,
45794,Private,,12.0,,Machine-op-inspct,Other-relative,Female,0.0,0.0,15.0,,
45795,Private,,,Divorced,Exec-managerial,Unmarried,Female,,,40.0,United-States,<=50K
45796,Private,266343.0,9.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,,
45797,Private,340458.0,9.0,Divorced,Machine-op-inspct,Unmarried,,0.0,0.0,,,
45798,Private,176711.0,9.0,Never-married,Craft-repair,Not-in-family,,0.0,0.0,,,
45799,Private,,3.0,,Handlers-cleaners,Other-relative,Male,0.0,0.0,40.0,,
45800,Private,250037.0,10.0,Never-married,Farming-fishing,Not-in-family,,0.0,0.0,,,
45801,Private,,,Married-civ-spouse,Machine-op-inspct,Husband,Male,,,40.0,United-States,<=50K
45802,Private,,,Never-married,Machine-op-inspct,Own-child,Male,,,40.0,United-States,<=50K
45803,Private,356882.0,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,5013.0,0.0,,,
45804,Local-gov,,13.0,,Adm-clerical,Wife,Female,7688.0,0.0,40.0,,
45805,Private,,,Married-civ-spouse,Machine-op-inspct,Husband,Male,,,40.0,United-States,>50K
45806,Private,,,,Adm-clerical,Wife,Female,0.0,0.0,40.0,,
45807,Private,,7.0,,Craft-repair,Husband,Male,0.0,0.0,45.0,,
45808,Self-emp-not-inc,,,Married-civ-spouse,Tech-support,Husband,Male,,,40.0,United-States,>50K
45809,Private,,13.0,,Adm-clerical,Not-in-family,Male,0.0,0.0,60.0,,
45810,Self-emp-inc,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,40.0,India,<=50K
45811,Self-emp-not-inc,,,Separated,Sales,Not-in-family,Male,,,50.0,United-States,<=50K
45812,Self-emp-not-inc,65716.0,12.0,Married-civ-spouse,Adm-clerical,Wife,,0.0,0.0,,,
45813,Self-emp-not-inc,186831.0,10.0,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,,,
45814,Private,396270.0,9.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,,
45815,Private,182342.0,10.0,Never-married,Craft-repair,Own-child,,0.0,0.0,,,
45816,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,45.0,United-States,>50K
45817,Self-emp-not-inc,,,Separated,Craft-repair,Own-child,Male,,,35.0,United-States,<=50K
45818,Private,,10.0,,Machine-op-inspct,Not-in-family,Female,0.0,0.0,40.0,,
45819,Private,30424.0,7.0,Separated,Other-service,Unmarried,,0.0,0.0,,,
45820,Private,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,40.0,,>50K
45821,Local-gov,177265.0,,Never-married,Other-service,Own-child,,0.0,0.0,,,
45822,Private,,,Never-married,Exec-managerial,Not-in-family,Male,,,40.0,United-States,<=50K
45823,Private,,,Never-married,Prof-specialty,Not-in-family,Male,,,40.0,United-States,>50K
45824,Private,,4.0,,Transport-moving,Husband,Male,0.0,0.0,40.0,,
45825,Private,,10.0,,Exec-managerial,Husband,Male,0.0,0.0,40.0,,
45826,Self-emp-not-inc,,10.0,,Farming-fishing,Husband,Male,0.0,0.0,50.0,,
45827,Federal-gov,,10.0,,Adm-clerical,Husband,Male,0.0,0.0,40.0,,
45828,Private,212276.0,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,,
45829,Private,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,50.0,United-States,>50K
45830,Self-emp-not-inc,350624.0,8.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
45831,Private,,9.0,,Priv-house-serv,Not-in-family,Female,0.0,0.0,40.0,,
45832,Private,145114.0,9.0,Divorced,Adm-clerical,Not-in-family,,0.0,0.0,,,
45833,Private,216845.0,2.0,Married-civ-spouse,Other-service,Husband,,0.0,0.0,,,
45834,Private,,,Never-married,Machine-op-inspct,Own-child,Male,,,40.0,United-States,<=50K
45835,Local-gov,242586.0,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
45836,Private,,13.0,,Prof-specialty,Husband,Male,0.0,0.0,40.0,,
45837,Private,,10.0,,Sales,Own-child,Female,0.0,0.0,25.0,,
45838,Local-gov,,13.0,,Prof-specialty,Not-in-family,Male,0.0,0.0,40.0,,
45839,Private,,,Never-married,Craft-repair,Own-child,Male,,,40.0,United-States,<=50K
45840,Private,,,Never-married,Other-service,Not-in-family,Male,,,40.0,United-States,<=50K
45841,Private,141028.0,9.0,Never-married,Other-service,Own-child,,0.0,0.0,,,
45842,Private,117936.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
45843,Private,,9.0,,Other-service,Husband,Male,0.0,0.0,40.0,,
45844,Self-emp-inc,,10.0,,Exec-managerial,Unmarried,Female,0.0,0.0,70.0,,
45845,Private,,,Divorced,Other-service,Unmarried,Female,,,30.0,United-States,<=50K
45846,Private,,7.0,,Protective-serv,Not-in-family,Female,0.0,0.0,40.0,,
45847,Private,,,Never-married,Exec-managerial,Not-in-family,Female,,,50.0,United-States,<=50K
45848,Private,,,Never-married,Craft-repair,Not-in-family,Male,,,40.0,United-States,<=50K
45849,Self-emp-inc,,13.0,,Sales,Husband,Male,0.0,0.0,60.0,,
45850,Private,187919.0,14.0,Married-civ-spouse,Prof-specialty,Husband,,5013.0,0.0,,,
45851,Self-emp-inc,,,Married-civ-spouse,Sales,Husband,Male,,,40.0,Cuba,<=50K
