age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
38.0,,HS-grad,,,,White,Female,50.0,United-States,<=50K
18.0,,11th,,,,White,Female,12.0,United-States,<=50K
55.0,,Masters,,,,White,Male,40.0,United-States,>50K
68.0,,7th-8th,,,,White,Male,16.0,United-States,<=50K
33.0,,Bachelors,,,,Asian-Pac-Islander,Female,40.0,China,<=50K
,Private,,Married-spouse-absent,Adm-clerical,Own-child,,Female,39.0,United-States,<=50K
,Local-gov,,Never-married,Other-service,Own-child,,Male,20.0,United-States,<=50K
,Private,,Married-civ-spouse,Other-service,Husband,,Male,40.0,United-States,<=50K
,Private,,Never-married,Farming-fishing,Own-child,,Male,35.0,United-States,<=50K
57.0,,Bachelors,,,,Black,Male,40.0,United-States,>50K
19.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
72.0,,HS-grad,,,,White,Female,8.0,United-States,<=50K
,State-gov,,Never-married,Prof-specialty,Not-in-family,,Female,50.0,Germany,<=50K
20.0,,Some-college,,,,White,Female,15.0,United-States,<=50K
,Private,,Married-civ-spouse,Other-service,Husband,,Male,40.0,South,<=50K
,Local-gov,,Divorced,Protective-serv,Unmarried,,Female,40.0,United-States,>50K
,Private,,Never-married,Exec-managerial,Other-relative,,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Handlers-cleaners,Husband,,Male,40.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Own-child,,Female,40.0,United-States,<=50K
,State-gov,,Never-married,Prof-specialty,Own-child,,Male,35.0,United-States,<=50K
34.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Tech-support,Husband,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,50.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Craft-repair,Husband,,Male,32.0,United-States,<=50K
,Private,,Married-civ-spouse,Other-service,Husband,,Male,20.0,United-States,<=50K
23.0,,HS-grad,,,,Black,Male,45.0,United-States,<=50K
,Private,,Never-married,Sales,Not-in-family,,Female,40.0,United-States,<=50K
75.0,,11th,,,,White,Male,50.0,United-States,<=50K
27.0,,HS-grad,,,,Black,Male,40.0,United-States,<=50K
,Private,,Divorced,Craft-repair,Unmarried,,Male,24.0,United-States,<=50K
45.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
19.0,,HS-grad,,,,White,Female,35.0,United-States,<=50K
54.0,,Assoc-acdm,,,,White,Male,32.0,United-States,<=50K
58.0,,11th,,,,White,Male,35.0,United-States,<=50K
,Private,,Married-civ-spouse,Protective-serv,Husband,,Male,40.0,United-States,<=50K
28.0,,HS-grad,,,,White,Female,35.0,United-States,<=50K
29.0,,HS-grad,,,,Asian-Pac-Islander,Male,40.0,Germany,<=50K
,Private,,Married-civ-spouse,Transport-moving,Husband,,Male,24.0,United-States,<=50K
,Local-gov,,Never-married,Prof-specialty,Not-in-family,,Male,40.0,United-States,<=50K
30.0,,Some-college,,,,White,Female,45.0,United-States,<=50K
30.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Sales,Husband,,Male,84.0,Vietnam,<=50K
52.0,,HS-grad,,,,White,Male,60.0,United-States,>50K
32.0,,HS-grad,,,,White,Male,65.0,United-States,>50K
58.0,,Some-college,,,,White,Female,46.0,United-States,<=50K
53.0,,Masters,,,,White,Male,48.0,United-States,>50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,40.0,United-States,>50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,48.0,United-States,>50K
48.0,,Masters,,,,White,Male,40.0,United-States,<=50K
,Private,,Divorced,Sales,Not-in-family,,Male,50.0,United-States,<=50K
18.0,,,,,,White,Female,24.0,United-States,<=50K
,Private,,Never-married,Exec-managerial,Own-child,,Male,46.0,United-States,<=50K
32.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,40.0,United-States,<=50K
,Private,,Divorced,Machine-op-inspct,Unmarried,,Female,40.0,United-States,<=50K
32.0,,,,,,Black,Female,40.0,United-States,<=50K
26.0,,HS-grad,,,,Asian-Pac-Islander,Male,50.0,United-States,>50K
,Private,,Never-married,Other-service,Not-in-family,,Male,40.0,United-States,<=50K
25.0,,Masters,,,,White,Female,43.0,United-States,<=50K
,Private,,Never-married,Exec-managerial,Not-in-family,,Male,55.0,United-States,<=50K
49.0,,Bachelors,,,,White,Male,75.0,United-States,>50K
,Private,,Married-civ-spouse,Craft-repair,Wife,,Female,70.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Unmarried,,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Other-service,Husband,,Male,40.0,United-States,<=50K
65.0,,9th,,,,White,Female,40.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Not-in-family,,Male,40.0,United-States,<=50K
,Private,,Widowed,Machine-op-inspct,Not-in-family,,Female,40.0,United-States,<=50K
40.0,,9,,,,White,Male,40.0,United-States,<=50K
,Private,,Never-married,Sales,Own-child,,Female,35.0,United-States,<=50K
36.0,,Some-college,,,,White,Male,45.0,Mexico,<=50K
23.0,,Some-college,,,,White,Female,40.0,United-States,<=50K
,Private,,Never-married,Sales,Own-child,,Male,30.0,United-States,<=50K
,Private,,Married-civ-spouse,Transport-moving,Husband,,Male,40.0,United-States,<=50K
73.0,,Bachelors,,,,White,Male,75.0,United-States,<=50K
45.0,,,,,,White,Male,45.0,United-States,>50K
38.0,,,,,,White,Male,40.0,United-States,>50K
,,,Never-married,,Unmarried,,Female,40.0,United-States,<=50K
,Private,,Never-married,Exec-managerial,Unmarried,,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Tech-support,Husband,,Male,40.0,United-States,>50K
40.0,,,,,,White,Male,60.0,United-States,<=50K
60.0,,Prof-school,,,,White,Male,40.0,United-States,>50K
22.0,,Some-college,,,,White,Female,30.0,United-States,<=50K
,Private,,Married-civ-spouse,Adm-clerical,Wife,,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40.0,United-States,<=50K
33.0,,HS-grad,,,,White,Male,35.0,United-States,<=50K
,Local-gov,,Never-married,Protective-serv,Not-in-family,,Male,40.0,United-States,<=50K
,Private,,Never-married,Exec-managerial,Not-in-family,,Female,60.0,United-States,>50K
33.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
34.0,,Some-college,,,,White,Male,45.0,United-States,<=50K
,Local-gov,,Married-civ-spouse,Protective-serv,Husband,,Male,40.0,United-States,>50K
54.0,,,,,,White,Male,45.0,United-States,<=50K
25.0,,HS-grad,,,,White,Male,30.0,United-States,<=50K
53.0,,11th,,,,White,Male,41.0,United-States,<=50K
26.0,,11th,,,,White,Male,25.0,United-States,<=50K
45.0,,Some-college,,,,Black,Male,20.0,United-States,<=50K
36.0,,10th,,,,White,Female,40.0,United-States,<=50K
23.0,,,,,,Black,Female,40.0,Trinadad&Tobago,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Wife,,Female,36.0,United-States,>50K
,Private,,Never-married,Sales,Own-child,,Female,30.0,United-States,<=50K
,Private,,Never-married,Other-service,Unmarried,,Female,40.0,United-States,<=50K
,Private,,Never-married,Prof-specialty,Not-in-family,,Male,25.0,United-States,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,50.0,United-States,>50K
,Private,,Married-civ-spouse,Adm-clerical,Husband,,Male,60.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Own-child,,Female,40.0,United-States,<=50K
,,,Married-civ-spouse,,Husband,,Male,45.0,Portugal,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,45.0,United-States,>50K
22.0,,Bachelors,,,,White,Male,10.0,United-States,<=50K
,Self-emp-not-inc,,Divorced,Craft-repair,Not-in-family,,Female,28.0,United-States,<=50K
,Private,,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40.0,United-States,<=50K
,Self-emp-inc,,Married-civ-spouse,Sales,Husband,,Male,45.0,United-States,>50K
28.0,,Preschool,,,,White,Male,38.0,Mexico,<=50K
,Private,,Married-civ-spouse,Protective-serv,Husband,,Male,40.0,England,<=50K
34.0,,Masters,,,,White,Male,40.0,Mexico,<=50K
,Private,,Divorced,Prof-specialty,Other-relative,,Female,20.0,,<=50K
51.0,,HS-grad,,,,Black,Male,50.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Exec-managerial,Husband,,Male,35.0,United-States,>50K
45.0,,5th-6th,,,,White,Female,35.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,40.0,United-States,>50K
,Private,,Never-married,Craft-repair,Unmarried,,Male,40.0,United-States,<=50K
17.0,,11th,,,,Black,Female,20.0,United-States,<=50K
52.0,,Bachelors,,,,White,Male,45.0,United-States,>50K
43.0,,Some-college,,,,White,Female,14.0,United-States,<=50K
40.0,,Some-college,,,,White,Male,60.0,United-States,<=50K
,Private,,Never-married,Sales,Unmarried,,Male,50.0,United-States,<=50K
30.0,,Masters,,,,White,Male,40.0,Ireland,<=50K
26.0,,Bachelors,,,,White,Female,40.0,United-States,>50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,36.0,United-States,<=50K
50.0,,HS-grad,,,,White,Female,65.0,United-States,<=50K
66.0,,Assoc-acdm,,,,White,Female,40.0,United-States,<=50K
58.0,,HS-grad,,,,White,Male,45.0,United-States,<=50K
17.0,,11th,,,,White,Female,20.0,United-States,<=50K
,State-gov,,Divorced,Machine-op-inspct,Not-in-family,,Female,38.0,United-States,<=50K
,Private,,Divorced,Other-service,Not-in-family,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,Canada,<=50K
19.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
22.0,,10th,,,,White,Male,30.0,United-States,<=50K
,Private,,Married-civ-spouse,Transport-moving,Husband,,Male,40.0,United-States,>50K
,Local-gov,,Never-married,Adm-clerical,Own-child,,Female,15.0,United-States,<=50K
39.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
61.0,,1st-4th,,,,White,Female,18.0,Mexico,<=50K
,,,Never-married,,Not-in-family,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,45.0,United-States,>50K
,,,Married-civ-spouse,,Husband,,Male,40.0,United-States,>50K
43.0,,Prof-school,,,,White,Female,32.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Craft-repair,Husband,,Male,50.0,United-States,<=50K
61.0,,HS-grad,,,,White,Male,30.0,United-States,>50K
,Private,,Never-married,Exec-managerial,Other-relative,,Female,40.0,United-States,<=50K
72.0,,Assoc-voc,,,,White,Female,30.0,United-States,<=50K
48.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,80.0,United-States,<=50K
,Federal-gov,,Married-civ-spouse,Adm-clerical,Husband,,Male,80.0,United-States,>50K
28.0,,HS-grad,,,,White,Male,43.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,55.0,United-States,>50K
43.0,Private,Some-college,Divorced,Other-service,Not-in-family,White,,,United-States,
,Private,,Married-civ-spouse,Sales,Husband,,Male,25.0,,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,15.0,United-States,>50K
44.0,,HS-grad,,,,White,Male,60.0,United-States,<=50K
,Private,,Widowed,Other-service,Not-in-family,,Female,38.0,United-States,<=50K
20.0,,Some-college,,,,White,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,<=50K
,,,Widowed,,Unmarried,,Male,40.0,United-States,<=50K
47.0,,10th,,,,Black,Male,45.0,United-States,<=50K
,,,Never-married,,Not-in-family,,Male,25.0,Mexico,<=50K
34.0,,Some-college,,,,White,Male,55.0,United-States,<=50K
38.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
50.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
19.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Farming-fishing,Husband,,Male,60.0,United-States,>50K
25.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
36.0,,12th,,,,White,Male,40.0,United-States,<=50K
67.0,,10th,,,,White,Male,16.0,United-States,<=50K
19.0,,Some-college,,,,White,Female,40.0,United-States,<=50K
49.0,,,,,,White,Male,40.0,United-States,>50K
,Private,,Separated,Other-service,Unmarried,,Female,25.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Not-in-family,,Male,20.0,United-States,<=50K
28.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
24.0,,HS-grad,,,,Black,Male,36.0,United-States,<=50K
,State-gov,,Never-married,Prof-specialty,Not-in-family,,Female,40.0,United-States,>50K
,,,Never-married,,Own-child,,Female,40.0,United-States,<=50K
49.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Private,,Divorced,Adm-clerical,Unmarried,,Female,48.0,United-States,<=50K
42.0,,Bachelors,,,,White,Male,55.0,United-States,>50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,<=50K
,,,Widowed,,Unmarried,,Female,42.0,United-States,>50K
,Self-emp-not-inc,,Separated,Craft-repair,Unmarried,,Male,40.0,United-States,<=50K
29.0,,HS-grad,,,,Black,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,50.0,United-States,<=50K
19.0,,HS-grad,,,,White,Male,15.0,United-States,<=50K
,Private,,Never-married,Prof-specialty,Not-in-family,,Male,40.0,Taiwan,>50K
,Private,,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40.0,United-States,<=50K
55.0,,HS-grad,,,,White,Female,33.0,United-States,<=50K
20.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,State-gov,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,>50K
73.0,,HS-grad,,,,White,Male,16.0,Canada,<=50K
37.0,,Some-college,,,,Black,Female,35.0,United-States,<=50K
,Private,,Married-civ-spouse,Other-service,Wife,,Female,24.0,United-States,<=50K
,Local-gov,,Never-married,Prof-specialty,Not-in-family,,Female,45.0,United-States,<=50K
,Private,,Married-civ-spouse,Adm-clerical,Wife,,Female,40.0,United-States,>50K
31.0,,13,,,,Black,Female,40.0,United-States,<=50K
45.0,,HS-grad,,,,Black,Female,25.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Craft-repair,Husband,,Male,48.0,United-States,<=50K
19.0,,HS-grad,,,,White,Male,45.0,United-States,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,>50K
62.0,,HS-grad,,,,White,Male,48.0,United-States,<=50K
,Local-gov,,Married-civ-spouse,Prof-specialty,Wife,,Female,40.0,United-States,>50K
33.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Private,,Divorced,Tech-support,Not-in-family,,Female,40.0,United-States,<=50K
45.0,,12th,,,,White,Female,70.0,United-States,<=50K
35.0,,HS-grad,,,,White,Male,42.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,52.0,United-States,>50K
,Private,,Never-married,Machine-op-inspct,Own-child,,Female,40.0,United-States,<=50K
29.0,,Masters,,,,White,Female,40.0,United-States,<=50K
45.0,,Masters,,,,White,Male,40.0,United-States,<=50K
,Private,,Never-married,Other-service,Not-in-family,,Male,40.0,,<=50K
,Private,,Divorced,Exec-managerial,Not-in-family,,Female,40.0,United-States,<=50K
47.0,,Some-college,,,,White,Male,40.0,,<=50K
35.0,,Some-college,,,,White,Male,38.0,United-States,<=50K
21.0,,,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,>50K
,Private,,Never-married,Machine-op-inspct,Own-child,,Male,40.0,United-States,<=50K
42.0,,Bachelors,,,,White,Female,40.0,United-States,<=50K
23.0,,Some-college,,,,White,Female,15.0,United-States,<=50K
,Private,,Never-married,Machine-op-inspct,Not-in-family,,Male,50.0,United-States,<=50K
,Self-emp-not-inc,,Divorced,Machine-op-inspct,Not-in-family,,Male,50.0,United-States,<=50K
46.0,,HS-grad,,,,White,Female,40.0,United-States,>50K
,Private,,Widowed,Tech-support,Not-in-family,,Female,18.0,United-States,<=50K
,,,Widowed,,Not-in-family,,Female,25.0,United-States,<=50K
,Private,,Never-married,Other-service,Own-child,,Female,45.0,United-States,<=50K
19.0,,Some-college,,,,White,Male,10.0,Thailand,<=50K
31.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Prof-specialty,Husband,,Male,45.0,,>50K
51.0,,,,,,White,Male,16.0,United-States,<=50K
36.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,35.0,United-States,<=50K
,Private,,Never-married,Exec-managerial,Not-in-family,,Female,40.0,United-States,<=50K
,Private,,Never-married,Craft-repair,Not-in-family,,Male,40.0,United-States,<=50K
,Private,,Divorced,Craft-repair,Not-in-family,,Female,40.0,United-States,>50K
20.0,,HS-grad,,,,White,Male,40.0,El-Salvador,<=50K
35.0,,Bachelors,,,,White,Male,50.0,United-States,>50K
19.0,,HS-grad,,,,White,Male,20.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,50.0,United-States,>50K
60.0,,9th,,,,Black,Male,35.0,United-States,<=50K
,Private,,Never-married,Exec-managerial,Other-relative,,Female,40.0,United-States,<=50K
31.0,,Bachelors,,,,White,Female,40.0,United-States,<=50K
,Private,,Divorced,Other-service,Unmarried,,Female,40.0,United-States,<=50K
38.0,,HS-grad,,,,White,Male,50.0,United-States,>50K
30.0,,11,,,,White,Female,40.0,United-States,<=50K
38.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Private,,Never-married,Exec-managerial,Not-in-family,,Male,45.0,United-States,<=50K
,Private,,Never-married,Machine-op-inspct,Own-child,,Male,40.0,United-States,<=50K
24.0,,7th-8th,,,,White,Male,40.0,United-States,<=50K
,Private,,Widowed,Craft-repair,Own-child,,Female,40.0,United-States,<=50K
,Private,,Divorced,Adm-clerical,Not-in-family,,Female,40.0,United-States,<=50K
34.0,,Prof-school,,,,White,Male,50.0,United-States,>50K
42.0,,,,,,Black,Female,50.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Own-child,,Female,40.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Not-in-family,,Female,38.0,United-States,<=50K
56.0,,HS-grad,,,,Amer-Indian-Eskimo,Male,30.0,United-States,>50K
36.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
46.0,,Bachelors,,,,White,Male,40.0,United-States,>50K
,Private,,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40.0,United-States,>50K
,Local-gov,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,>50K
,Private,,Divorced,Craft-repair,Unmarried,,Female,48.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,,>50K
33.0,,HS-grad,,,,White,Male,50.0,United-States,>50K
,Private,,Married-civ-spouse,Transport-moving,Husband,,Male,40.0,Mexico,<=50K
42.0,,5th-6th,,,,Other,Male,40.0,Mexico,>50K
,Private,,Never-married,Prof-specialty,Not-in-family,,Male,50.0,United-States,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,,>50K
,Private,,Divorced,Machine-op-inspct,Not-in-family,,Male,52.0,United-States,<=50K
,Private,,Never-married,Craft-repair,Not-in-family,,Male,35.0,United-States,<=50K
33.0,,1st-4th,,,,White,Female,40.0,Guatemala,<=50K
,Self-emp-inc,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,>50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,50.0,United-States,>50K
,Private,,Divorced,Adm-clerical,Unmarried,,Female,40.0,England,<=50K
,Private,,Never-married,Craft-repair,Own-child,,Female,45.0,United-States,<=50K
23.0,,HS-grad,,,,Black,Female,7.0,United-States,<=50K
69.0,,Masters,,,,White,Male,25.0,United-States,<=50K
,Federal-gov,,Widowed,Protective-serv,Not-in-family,,Female,40.0,United-States,<=50K
28.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
,Private,,Separated,Machine-op-inspct,Not-in-family,,Male,40.0,United-States,<=50K
53.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Other-service,Husband,,Male,38.0,United-States,<=50K
,Private,,Married-civ-spouse,Transport-moving,Husband,,Male,16.0,United-States,<=50K
,Private,,Divorced,Exec-managerial,Not-in-family,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,50.0,United-States,>50K
,Private,,Never-married,Handlers-cleaners,Own-child,,Male,16.0,United-States,<=50K
,Private,,Never-married,Tech-support,Not-in-family,,Female,10.0,United-States,<=50K
,Private,,Married-civ-spouse,Machine-op-inspct,Wife,,Female,56.0,United-States,<=50K
25.0,,Bachelors,,,,White,Male,40.0,United-States,<=50K
45.0,,HS-grad,,,,White,Male,40.0,United-States,>50K
,Private,,Married-civ-spouse,Exec-managerial,Wife,,Female,40.0,United-States,>50K
,,,Divorced,,Unmarried,,Female,35.0,,<=50K
61.0,,Bachelors,,,,White,Female,35.0,United-States,<=50K
,,,Divorced,,Unmarried,,Female,50.0,United-States,<=50K
35.0,,HS-grad,,,,White,Male,45.0,United-States,>50K
38.0,,,,,,White,Female,30.0,United-States,<=50K
,Private,,Never-married,Prof-specialty,Not-in-family,,Male,40.0,United-States,>50K
,,,Never-married,,Own-child,,Female,40.0,United-States,<=50K
,,,Married-civ-spouse,,Husband,,Male,40.0,United-States,<=50K
,Self-emp-not-inc,,Divorced,Exec-managerial,Unmarried,,Male,60.0,United-States,>50K
,Self-emp-inc,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,>50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,50.0,United-States,>50K
,Private,,Never-married,Exec-managerial,Not-in-family,,Male,50.0,United-States,<=50K
,Private,,Married-spouse-absent,Exec-managerial,Unmarried,,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,South,<=50K
49.0,,Some-college,,,,White,Female,32.0,United-States,<=50K
45.0,,Some-college,,,,Black,Female,32.0,United-States,<=50K
,Private,,Separated,Exec-managerial,Unmarried,,Female,37.0,United-States,<=50K
18.0,,11th,,,,White,Female,8.0,Mexico,<=50K
,Self-emp-not-inc,,Divorced,Other-service,Not-in-family,,Female,40.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,<=50K
38.0,,10th,,,,White,Male,40.0,United-States,<=50K
60.0,,HS-grad,,,,White,Female,30.0,United-States,<=50K
35.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
32.0,,Bachelors,,,,White,Male,50.0,United-States,>50K
,Private,,Divorced,Other-service,Not-in-family,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,48.0,United-States,>50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,60.0,United-States,>50K
22.0,,HS-grad,,,,White,Male,50.0,United-States,<=50K
,,,Never-married,,Own-child,,Female,40.0,United-States,<=50K
35.0,,HS-grad,,,,White,Male,45.0,United-States,<=50K
31.0,,Bachelors,,,,White,Female,45.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,48.0,United-States,<=50K
58.0,,10th,,,,White,Male,40.0,United-States,<=50K
,Federal-gov,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,>50K
,Private,,Never-married,Transport-moving,Not-in-family,,Male,46.0,United-States,<=50K
25.0,,Bachelors,,,,White,Male,50.0,United-States,<=50K
24.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
40.0,,Bachelors,,,,White,Female,50.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Exec-managerial,Husband,,Male,55.0,United-States,<=50K
44.0,,HS-grad,,,,White,Male,40.0,Canada,<=50K
,Private,,Never-married,Machine-op-inspct,Unmarried,,Male,45.0,United-States,<=50K
18.0,,,,,,White,Female,10.0,United-States,<=50K
45.0,,5th-6th,,,,White,Female,35.0,Mexico,<=50K
,Private,,Never-married,Other-service,Own-child,,Female,40.0,United-States,<=50K
,Local-gov,,Never-married,Protective-serv,Unmarried,,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Tech-support,Husband,,Male,40.0,United-States,<=50K
32.0,,5th-6th,,,,White,Male,40.0,Mexico,<=50K
,Private,,Married-civ-spouse,Farming-fishing,Husband,,Male,45.0,United-States,<=50K
53.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
52.0,,11th,,,,Other,Male,40.0,Dominican-Republic,<=50K
,Private,,Divorced,Exec-managerial,Not-in-family,,Male,55.0,United-States,>50K
,Self-emp-not-inc,,Married-civ-spouse,Exec-managerial,Husband,,Male,60.0,United-States,>50K
,Private,,Never-married,Prof-specialty,Not-in-family,,Male,42.0,United-States,<=50K
21.0,,HS-grad,,,,White,Male,35.0,United-States,<=50K
,Private,,Separated,Sales,Not-in-family,,Male,50.0,United-States,>50K
,Private,,Divorced,Other-service,Not-in-family,,Female,40.0,United-States,<=50K
60.0,,HS-grad,,,,White,Female,40.0,United-States,>50K
30.0,,HS-grad,,,,Black,Female,40.0,United-States,<=50K
26.0,,HS-grad,,,,Black,Female,40.0,United-States,<=50K
,Private,,Widowed,Other-service,Unmarried,,Female,28.0,United-States,<=50K
43.0,,,,,,White,Male,50.0,,>50K
20.0,,Some-college,,,,White,Female,40.0,United-States,<=50K
30.0,,Some-college,,,,White,Male,80.0,United-States,>50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,40.0,United-States,>50K
,Private,,Divorced,Machine-op-inspct,Unmarried,,Female,52.0,United-States,<=50K
,Self-emp-inc,,Married-civ-spouse,Exec-managerial,Husband,,Male,55.0,United-States,>50K
44.0,,Masters,,,,Black,Male,60.0,United-States,>50K
,Private,,Never-married,Sales,Not-in-family,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,90.0,United-States,>50K
37.0,,HS-grad,,,,White,Male,50.0,United-States,>50K
,Self-emp-inc,,Married-civ-spouse,Exec-managerial,Husband,,Male,60.0,United-States,<=50K
,Private,,Never-married,Prof-specialty,Own-child,,Female,60.0,United-States,<=50K
42.0,,HS-grad,,,,White,Male,60.0,United-States,>50K
53.0,,HS-grad,,,,Black,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Adm-clerical,Wife,,Female,40.0,United-States,<=50K
49.0,,Masters,,,,White,Female,40.0,United-States,<=50K
36.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
22.0,,Bachelors,,,,White,Male,50.0,United-States,<=50K
68.0,,10th,,,,White,Male,16.0,United-States,<=50K
55.0,,5th-6th,,,,White,Male,40.0,United-States,<=50K
29.0,,11th,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Tech-support,Husband,,Male,40.0,United-States,>50K
,Private,,Never-married,Craft-repair,Own-child,,Male,1.0,Vietnam,<=50K
,Private,,Never-married,Sales,Own-child,,Male,45.0,United-States,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,<=50K
26.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
,Self-emp-inc,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,<=50K
