age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,native-country,salary
,State-gov,274111.0,,14.0,Divorced,Prof-specialty,Not-in-family,,0.0,1669.0,,
45.0,,276087.0,Assoc-voc,,Married-civ-spouse,,,White,,,United-States,>50K
36.0,,297449.0,Bachelors,,Divorced,,,White,,,United-States,>50K
,Self-emp-not-inc,227310.0,,10.0,Never-married,Other-service,Own-child,,0.0,0.0,,
,Private,205604.0,,3.0,Never-married,Machine-op-inspct,Not-in-family,,0.0,0.0,,
,Private,50814.0,,9.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,
,Private,197756.0,,10.0,Married-civ-spouse,Sales,Wife,,0.0,0.0,,
28.0,,182509.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Private,148581.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
,Private,90409.0,,13.0,Never-married,Sales,Not-in-family,,0.0,0.0,,
63.0,,85420.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
66.0,,261062.0,Masters,,Widowed,,,White,,,United-States,<=50K
42.0,,261899.0,Masters,,Married-civ-spouse,,,White,,,United-States,>50K
74.0,,97167.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,460835.0,,9.0,Never-married,Sales,Other-relative,,0.0,0.0,,
,Private,298400.0,,13.0,Divorced,Sales,Not-in-family,,4787.0,0.0,,
19.0,,277695.0,Preschool,,Never-married,,,White,,,Hong,<=50K
,Private,220115.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,1628.0,,
58.0,,225603.0,9th,,Divorced,,,Black,,,United-States,<=50K
,Private,30497.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,15024.0,0.0,,
29.0,,141185.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,229516.0,,4.0,Never-married,Machine-op-inspct,Other-relative,,0.0,0.0,,
,Local-gov,170263.0,,14.0,Divorced,Prof-specialty,Unmarried,,0.0,0.0,,
33.0,,170651.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
,Self-emp-not-inc,136258.0,,10.0,Divorced,Other-service,Not-in-family,,0.0,0.0,,
44.0,,157236.0,Some-college,,Married-spouse-absent,,,White,,,Poland,<=50K
,Self-emp-not-inc,175897.0,,5.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,120450.0,,9.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,
,Private,93461.0,,9.0,Married-civ-spouse,Craft-repair,Wife,,0.0,0.0,,
20.0,,137974.0,Some-college,,Never-married,,,White,,,United-States,<=50K
44.0,,231348.0,Some-college,,Divorced,,,White,,,United-States,<=50K
33.0,,159888.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,197651.0,,10.0,Never-married,Tech-support,Own-child,,0.0,0.0,,
,Private,188914.0,,9.0,Widowed,Machine-op-inspct,Other-relative,,0.0,0.0,,
23.0,,169104.0,Assoc-acdm,,Never-married,,,Asian-Pac-Islander,,,Philippines,<=50K
,Private,87891.0,,12.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,Local-gov,217296.0,,9.0,Married-civ-spouse,Transport-moving,Wife,,4064.0,0.0,,
44.0,,212894.0,10th,,Married-civ-spouse,,,White,,,Greece,<=50K
,Self-emp-not-inc,174112.0,,9.0,Divorced,Other-service,Unmarried,,0.0,0.0,,
32.0,,178835.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
21.0,,370990.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Private,152727.0,,,Married-civ-spouse,Exec-managerial,Husband,,0.0,1902.0,,
23.0,,35448.0,Some-college,,Never-married,,,White,,,United-States,<=50K
41.0,,344329.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,201732.0,,10.0,Divorced,Adm-clerical,Unmarried,,0.0,0.0,,
25.0,,137951.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,Private,171128.0,,4.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
31.0,,58582.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Self-emp-not-inc,355978.0,,15.0,Married-civ-spouse,Prof-specialty,Husband,,99999.0,0.0,,
17.0,,61838.0,11th,,Never-married,,,White,,,United-States,<=50K
,Private,151267.0,,9.0,Married-civ-spouse,Machine-op-inspct,Wife,,15024.0,0.0,,
,Private,737315.0,,15.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
34.0,,107793.0,HS-grad,,Married-civ-spouse,,,White,,,Germany,>50K
,Private,409815.0,,,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,,
,Private,124802.0,,,Never-married,Machine-op-inspct,Not-in-family,,0.0,0.0,,
,Private,36023.0,,9.0,Married-spouse-absent,Transport-moving,Not-in-family,,0.0,0.0,,
,Private,190777.0,,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,Private,226311.0,,9.0,Married-AF-spouse,Other-service,Wife,,0.0,0.0,,
,Private,300687.0,,9.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,
,Private,202951.0,,10.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,
24.0,,41356.0,Some-college,,Never-married,,,White,,,United-States,<=50K
20.0,,214635.0,Some-college,,Never-married,,,White,,,United-States,<=50K
48.0,,191858.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
,State-gov,104447.0,,10.0,Divorced,Adm-clerical,Not-in-family,,0.0,2339.0,,
,Local-gov,179059.0,,13.0,Never-married,Prof-specialty,Own-child,,0.0,0.0,,
40.0,,141583.0,Bachelors,,Never-married,,,Black,,,United-States,<=50K
34.0,,264651.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,434467.0,,10.0,Married-civ-spouse,Tech-support,Husband,,0.0,0.0,,
,Private,136472.0,,4.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
,Private,33945.0,,9.0,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,0.0,,
44.0,,212760.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
,State-gov,33342.0,,10.0,Divorced,Adm-clerical,Not-in-family,,0.0,0.0,,
46.0,,195416.0,Bachelors,,Never-married,,,Black,,,United-States,>50K
27.0,,34273.0,Assoc-voc,,Never-married,,,White,,,Canada,<=50K
30.0,,213002.0,Some-college,,Married-civ-spouse,,,Black,,,United-States,<=50K
,Private,123429.0,,10.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,121775.0,,13.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,,
,Private,200453.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,15024.0,0.0,,
,State-gov,145651.0,,10.0,Never-married,Sales,Own-child,,0.0,1602.0,,
,Private,108947.0,,9.0,Divorced,Machine-op-inspct,Not-in-family,,2174.0,0.0,,
,Self-emp-not-inc,79531.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,,57827.0,,10.0,Never-married,,Own-child,,0.0,0.0,,
37.0,,215476.0,,,Never-married,,,Black,,,United-States,<=50K
,Private,120645.0,,9.0,Never-married,Machine-op-inspct,Own-child,,0.0,0.0,,
,Private,149131.0,,7.0,Divorced,Machine-op-inspct,Other-relative,,0.0,0.0,,
29.0,,241431.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
37.0,,119929.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,157541.0,,9.0,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,0.0,,
25.0,,235218.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
,Private,287878.0,,10.0,Married-civ-spouse,Other-service,Wife,,0.0,0.0,,
18.0,,374969.0,10th,,Never-married,,,White,,,United-States,<=50K
,Private,296858.0,,10.0,Married-civ-spouse,Sales,Husband,,5178.0,0.0,,
38.0,,682947.0,Bachelors,,Divorced,,,White,,,United-States,>50K
,Private,177420.0,,9.0,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,0.0,,
38.0,,107303.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Self-emp-not-inc,172479.0,,9.0,Married-civ-spouse,Farming-fishing,Husband,,15024.0,0.0,,
48.0,,164964.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,220678.0,,3.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,
,Private,42900.0,,13.0,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,,
30.0,,206322.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
61.0,,130684.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
,State-gov,60186.0,,13.0,Divorced,Prof-specialty,Not-in-family,,0.0,0.0,,
47.0,,280483.0,HS-grad,,Separated,,,Black,,,United-States,<=50K
,,157332.0,,10.0,Never-married,,Own-child,,0.0,0.0,,
,Private,194360.0,,5.0,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,0.0,,
,Private,530099.0,,9.0,Never-married,Craft-repair,Not-in-family,,0.0,0.0,,
38.0,,257250.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,State-gov,110171.0,,10.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,1902.0,,
,Private,382153.0,,10.0,Never-married,Sales,Own-child,,0.0,0.0,,
,Private,97933.0,,12.0,Married-civ-spouse,Transport-moving,Wife,,0.0,1485.0,,
,Private,198050.0,,9.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,
29.0,,54932.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
51.0,,159604.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
17.0,,165018.0,10th,,Never-married,,,White,,,United-States,<=50K
41.0,,175674.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
23.0,,163687.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,152839.0,,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
40.0,,96497.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
30.0,,94235.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,405713.0,,10.0,Divorced,Machine-op-inspct,Not-in-family,,0.0,0.0,,
,,198478.0,,4.0,Married-civ-spouse,,Husband,,0.0,0.0,,
,Self-emp-not-inc,226092.0,,10.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,,
47.0,,110088.0,1st-4th,,Married-civ-spouse,,,White,,,United-States,<=50K
50.0,,98980.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
21.0,,195571.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Private,119992.0,,6.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,,
,Private,95654.0,,13.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,,
,Private,110946.0,,10.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,
,Private,329874.0,,10.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,
34.0,,234096.0,9th,,Divorced,,,White,,,United-States,<=50K
27.0,,157449.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,214627.0,,16.0,Widowed,Prof-specialty,Unmarried,,15020.0,0.0,,
29.0,,199116.0,HS-grad,,Married-civ-spouse,,,White,,,Puerto-Rico,<=50K
,Private,342575.0,,10.0,Never-married,Sales,Own-child,,0.0,0.0,,
,Federal-gov,402975.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
54.0,,387540.0,Masters,,Married-civ-spouse,,,White,,,United-States,>50K
65.0,,27012.0,7th-8th,,Widowed,,,White,,,United-States,<=50K
,Private,210673.0,,10.0,Married-civ-spouse,Adm-clerical,Wife,,0.0,0.0,,
,Self-emp-not-inc,70623.0,,4.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,Private,129583.0,,9.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,
28.0,,257283.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
25.0,,224943.0,Some-college,,Married-spouse-absent,,,Black,,,United-States,<=50K
,Private,278557.0,,11.0,Married-civ-spouse,Craft-repair,Husband,,0.0,1628.0,,
27.0,,101364.0,HS-grad,,Married-civ-spouse,,,White,,,Mexico,<=50K
,Federal-gov,53147.0,,13.0,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,,
29.0,,239753.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Local-gov,167999.0,,9.0,Divorced,Adm-clerical,Unmarried,,0.0,0.0,,
46.0,,371373.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
,Private,157612.0,,13.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,
,Self-emp-not-inc,175856.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
45.0,,209912.0,Bachelors,,Married-civ-spouse,,,Asian-Pac-Islander,,,India,>50K
30.0,,278006.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
24.0,,289909.0,9,,Never-married,,,White,,,United-States,<=50K
39.0,,135162.0,12th,,Married-civ-spouse,,,White,,,United-States,<=50K
58.0,,33350.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
19.0,,501144.0,Some-college,,Never-married,,,Black,,,United-States,<=50K
23.0,,234663.0,,,Never-married,,,White,,,United-States,<=50K
45.0,,262802.0,Bachelors,,Divorced,,,White,,,United-States,<=50K
,Self-emp-not-inc,158177.0,,14.0,Married-civ-spouse,Sales,Husband,,10605.0,0.0,,
56.0,,188856.0,Bachelors,,Never-married,,,White,,,United-States,>50K
,Private,252897.0,,12.0,Never-married,Adm-clerical,Not-in-family,,14344.0,0.0,,
,Self-emp-not-inc,301568.0,,5.0,Widowed,Other-service,Not-in-family,,0.0,0.0,,
,Private,160510.0,,10.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,
,Private,114939.0,,10.0,Never-married,Other-service,Own-child,,0.0,0.0,,
,Private,243768.0,,3.0,Never-married,Handlers-cleaners,Not-in-family,,0.0,0.0,,
,Self-emp-inc,165695.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
28.0,,269786.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,Private,200408.0,,10.0,Never-married,Tech-support,Not-in-family,,2174.0,0.0,,
,Self-emp-inc,83748.0,,10.0,Married-civ-spouse,Exec-managerial,Wife,,0.0,0.0,,
,Local-gov,236827.0,,5.0,Separated,Other-service,Unmarried,,0.0,0.0,,
,Private,330826.0,,11.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,,
,,158712.0,,9.0,Divorced,,Not-in-family,,0.0,0.0,,
,Local-gov,91670.0,,13.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,
,Private,139031.0,,9.0,Widowed,Prof-specialty,Not-in-family,,0.0,0.0,,
25.0,,91334.0,Assoc-voc,,Married-civ-spouse,,,White,,,United-States,<=50K
33.0,,598802.0,Some-college,,Divorced,,,Black,,,United-States,<=50K
46.0,,441542.0,Bachelors,,Married-civ-spouse,,,Black,,,United-States,<=50K
,Self-emp-not-inc,179481.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
29.0,,36440.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
44.0,,367749.0,1st-4th,,Never-married,,,White,,,El-Salvador,<=50K
43.0,,178866.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
,State-gov,130302.0,,13.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
32.0,,409282.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
32.0,,219553.0,11th,,Married-civ-spouse,,,White,,,United-States,<=50K
41.0,,409902.0,10th,,Separated,,,Black,,,United-States,<=50K
49.0,,104542.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
26.0,,223705.0,HS-grad,,Divorced,,,White,,,Columbia,<=50K
59.0,,95967.0,Prof-school,,Married-civ-spouse,,,Black,,,,<=50K
20.0,,161922.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,Private,45687.0,,10.0,Divorced,Other-service,Not-in-family,,4787.0,0.0,,
,Private,231822.0,,6.0,Separated,Sales,Unmarried,,0.0,0.0,,
,Self-emp-inc,145697.0,,10.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,Private,285131.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
46.0,,316271.0,,,Married-civ-spouse,,,White,,,United-States,<=50K
33.0,,119017.0,Some-college,,Divorced,,,White,,,United-States,<=50K
,,219277.0,,7.0,Never-married,,Own-child,,0.0,0.0,,
,Private,102895.0,,10.0,Divorced,Prof-specialty,Not-in-family,,0.0,0.0,,
44.0,,215468.0,Bachelors,,Separated,,,Black,,,United-States,<=50K
62.0,,151369.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
29.0,,254450.0,,,Never-married,,,White,,,United-States,<=50K
54.0,,137065.0,Doctorate,,Never-married,,,White,,,United-States,>50K
,Private,105444.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,Private,390348.0,,10.0,Never-married,Other-service,Own-child,,0.0,0.0,,
,Private,359155.0,,13.0,Divorced,Tech-support,Unmarried,,0.0,0.0,,
30.0,,194901.0,11th,,Never-married,,,White,,,United-States,<=50K
22.0,,104443.0,Some-college,,Never-married,,,White,,,United-States,<=50K
28.0,,421967.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
54.0,,88278.0,Doctorate,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,303155.0,,12.0,Divorced,Adm-clerical,Not-in-family,,0.0,0.0,,
23.0,,251325.0,Some-college,,Never-married,,,Asian-Pac-Islander,,,,<=50K
,Private,245975.0,,5.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,
,Private,491862.0,,11.0,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,,
,Private,244605.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,189565.0,,16.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
,Private,203169.0,,11.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
36.0,,181099.0,Doctorate,,Married-civ-spouse,,,White,,,United-States,<=50K
53.0,,200190.0,Some-college,,Divorced,,,White,,,United-States,>50K
41.0,,181020.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
27.0,,131298.0,10th,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,269991.0,,9.0,Never-married,Other-service,Own-child,,0.0,0.0,,
,Self-emp-not-inc,183249.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
46.0,,216999.0,Bachelors,,Never-married,,,White,,,United-States,>50K
,Private,224087.0,,,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
,Private,204816.0,,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
30.0,,130078.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
52.0,,122412.0,Doctorate,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,117217.0,,13.0,Divorced,Other-service,Not-in-family,,0.0,0.0,,
,Private,147804.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
,Private,262656.0,,9.0,Never-married,Other-service,Unmarried,,0.0,0.0,,
,Self-emp-inc,120920.0,,14.0,Divorced,Prof-specialty,Not-in-family,,0.0,0.0,,
39.0,,30916.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
23.0,,235722.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Private,222504.0,,11.0,Never-married,Prof-specialty,Own-child,,0.0,0.0,,
20.0,,225811.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,Local-gov,187830.0,,9.0,Divorced,Tech-support,Unmarried,,4934.0,0.0,,
47.0,,139268.0,Bachelors,,Never-married,,,White,,,United-States,>50K
19.0,,194905.0,Some-college,,Never-married,,,White,,,United-States,<=50K
38.0,,297449.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
,Local-gov,166863.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
30.0,,213722.0,Some-college,,Never-married,,,White,,,United-States,>50K
26.0,,155459.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
39.0,,167482.0,Assoc-acdm,,Married-civ-spouse,,,White,,,United-States,>50K
,Local-gov,220066.0,,14.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,
34.0,,189759.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
54.0,,113649.0,10,,Married-civ-spouse,,,White,,,United-States,<=50K
,Self-emp-not-inc,237532.0,,9.0,Married-civ-spouse,Sales,Wife,,0.0,0.0,,
,Self-emp-inc,150533.0,,,Married-civ-spouse,Exec-managerial,Other-relative,,0.0,0.0,,
54.0,,276005.0,Prof-school,,Married-civ-spouse,,,White,,,United-States,>50K
32.0,,173351.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,96170.0,,4.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
,Federal-gov,365430.0,,9.0,Divorced,Craft-repair,Unmarried,,0.0,0.0,,
,Private,219841.0,,7.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,
25.0,,210794.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
,Private,227554.0,,10.0,Married-spouse-absent,Sales,Own-child,,0.0,0.0,,
36.0,,74593.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,182302.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,Private,118520.0,,9.0,Divorced,Adm-clerical,Not-in-family,,0.0,0.0,,
36.0,,160120.0,Bachelors,,Married-civ-spouse,,,Other,,,,<=50K
66.0,,219220.0,Bachelors,,Married-civ-spouse,,,White,,,Germany,<=50K
37.0,,112838.0,Masters,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,46645.0,,13.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,
,Private,95708.0,,13.0,Married-civ-spouse,Sales,Husband,,7688.0,0.0,,
57.0,,98350.0,Prof-school,,Married-civ-spouse,,,Asian-Pac-Islander,,,Philippines,>50K
30.0,,118551.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,112517.0,,14.0,Married-civ-spouse,Tech-support,Husband,,0.0,0.0,,
,Private,108140.0,,13.0,Divorced,Tech-support,Other-relative,,0.0,0.0,,
67.0,,267915.0,HS-grad,,Divorced,,,Black,,,United-States,<=50K
33.0,,343925.0,HS-grad,,Never-married,,,Black,,,Jamaica,<=50K
,Private,152453.0,,7.0,Married-civ-spouse,Other-service,Husband,,0.0,0.0,,
,Private,226500.0,,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,State-gov,119832.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
,Private,234641.0,,9.0,Never-married,Transport-moving,Own-child,,0.0,0.0,,
60.0,,194589.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,353263.0,,13.0,Divorced,Adm-clerical,Unmarried,,0.0,0.0,,
,Private,222884.0,,13.0,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,,
45.0,,198223.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
41.0,,173858.0,7th-8th,,Married-civ-spouse,,,Asian-Pac-Islander,,,China,<=50K
,Private,290688.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
20.0,,19410.0,HS-grad,,Never-married,,,Amer-Indian-Eskimo,,,United-States,<=50K
,Private,83411.0,,10.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,Private,124194.0,,9.0,Widowed,Other-service,Unmarried,,0.0,0.0,,
,Private,67187.0,,9.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,
,Self-emp-inc,504423.0,,14.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
19.0,,166018.0,Some-college,,Never-married,,,White,,,United-States,<=50K
32.0,,340917.0,Masters,,Married-civ-spouse,,,White,,,,>50K
,Private,242994.0,,10.0,Never-married,Sales,Not-in-family,,0.0,0.0,,
44.0,,191814.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
27.0,,315640.0,Masters,,Never-married,,,Asian-Pac-Islander,,,China,<=50K
,Local-gov,188436.0,,10.0,Married-civ-spouse,Protective-serv,Husband,,7298.0,0.0,,
,Private,86872.0,,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,Private,201141.0,,9.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,
,Private,203761.0,,11.0,Never-married,Tech-support,Not-in-family,,2354.0,0.0,,
,Private,309348.0,,10.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,
22.0,,117789.0,Some-college,,Never-married,,,White,,,United-States,<=50K
23.0,,107882.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
,Private,119793.0,,4.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
53.0,,195638.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
47.0,,200734.0,Bachelors,,Never-married,,,Black,,,United-States,<=50K
,Local-gov,152163.0,,9.0,Married-civ-spouse,Protective-serv,Husband,,0.0,0.0,,
,Private,172496.0,,10.0,Never-married,Handlers-cleaners,Not-in-family,,0.0,0.0,,
33.0,,122612.0,HS-grad,,Married-spouse-absent,,,Asian-Pac-Islander,,,Thailand,<=50K
42.0,,99679.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,506830.0,,13.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,
23.0,,344278.0,Some-college,,Divorced,,,White,,,United-States,<=50K
20.0,,66917.0,11th,,Married-civ-spouse,,,White,,,Mexico,<=50K
42.0,,248876.0,Some-college,,Divorced,,,White,,,United-States,<=50K
,Private,227266.0,,9.0,Divorced,Sales,Not-in-family,,0.0,0.0,,
,Private,92943.0,,9.0,Widowed,Adm-clerical,Unmarried,,0.0,0.0,,
,Private,87032.0,,9.0,Widowed,Adm-clerical,Not-in-family,,0.0,0.0,,
45.0,,308275.0,Bachelors,,Married-civ-spouse,,,Black,,,United-States,>50K
,Private,109080.0,,10.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
48.0,,175958.0,Bachelors,,Divorced,,,White,,,United-States,<=50K
36.0,,184659.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
58.0,,34169.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
48.0,,172822.0,Some-college,,Divorced,,,White,,,United-States,>50K
,Private,118941.0,,9.0,Married-civ-spouse,Adm-clerical,Wife,,0.0,0.0,,
73.0,,139978.0,11th,,Married-civ-spouse,,,White,,,United-States,<=50K
,Self-emp-not-inc,200574.0,,15.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,
,Private,180551.0,,10.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
44.0,,64632.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
34.0,,161444.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
21.0,,387335.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Private,143912.0,,9.0,Divorced,Transport-moving,Not-in-family,,0.0,0.0,,
36.0,,50707.0,Bachelors,,Divorced,,,White,,,United-States,<=50K
,Federal-gov,159670.0,,9.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,
,Private,37932.0,,9.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,
,Private,148995.0,,14.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
