,workclass,fnlwgt,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week
28813,Private,,11.0,,Adm-clerical,Wife,Female,0.0,0.0,35.0
28814,Private,292264.0,9.0,Never-married,Craft-repair,Not-in-family,,0.0,0.0,
28815,Self-emp-not-inc,,11.0,,Farming-fishing,Not-in-family,Male,27828.0,0.0,60.0
28816,Private,,13.0,,Prof-specialty,Husband,Male,0.0,0.0,40.0
28817,Private,132222.0,9.0,Never-married,Other-service,Not-in-family,,0.0,0.0,
28818,Local-gov,364563.0,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,
28819,Self-emp-inc,349910.0,15.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,1977.0,
28820,Private,177216.0,9.0,Never-married,Machine-op-inspct,Own-child,,0.0,0.0,
28821,Private,189487.0,10.0,Never-married,Sales,Own-child,,0.0,0.0,
28822,Private,353010.0,13.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,
28823,State-gov,309055.0,10.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,
28824,,192052.0,10.0,Married-civ-spouse,,Wife,,0.0,2457.0,
28825,Private,231573.0,10.0,Never-married,Other-service,Not-in-family,,0.0,0.0,
28826,,103161.0,9.0,Widowed,,Not-in-family,,0.0,0.0,
28827,Private,128831.0,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,
28828,Private,137354.0,10.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
28829,Private,234755.0,9.0,Separated,Craft-repair,Unmarried,,0.0,0.0,
28830,Private,,4.0,,Farming-fishing,Not-in-family,Male,0.0,0.0,36.0
28831,Private,,9.0,,Tech-support,Not-in-family,Male,0.0,0.0,50.0
28832,Private,,10.0,,Machine-op-inspct,Husband,Male,3137.0,0.0,50.0
28833,Private,211226.0,12.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,
28834,Local-gov,222115.0,13.0,Divorced,Adm-clerical,Not-in-family,,99999.0,0.0,
28835,State-gov,,13.0,,Prof-specialty,Not-in-family,Female,4101.0,0.0,40.0
28836,Federal-gov,,15.0,,Prof-specialty,Not-in-family,Female,0.0,0.0,20.0
28837,Private,244115.0,9.0,Never-married,Other-service,Own-child,,0.0,0.0,
28838,Private,,9.0,,Adm-clerical,Other-relative,Male,0.0,0.0,40.0
28839,Private,,9.0,,Adm-clerical,Wife,Female,2414.0,0.0,5.0
28840,Private,150309.0,16.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,
28841,Private,228516.0,9.0,Married-spouse-absent,Craft-repair,Not-in-family,,0.0,0.0,
28842,Private,413720.0,9.0,Married-civ-spouse,Transport-moving,Wife,,0.0,0.0,
28843,Private,269004.0,11.0,Never-married,Craft-repair,Own-child,,0.0,0.0,
28844,Federal-gov,,8.0,,Craft-repair,Husband,Male,0.0,0.0,40.0
28845,Private,178417.0,13.0,Divorced,Prof-specialty,Not-in-family,,0.0,0.0,
28846,Self-emp-not-inc,,6.0,,Craft-repair,Own-child,Male,0.0,0.0,50.0
28847,Private,38950.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,15024.0,0.0,
28848,Private,237386.0,11.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,
28849,Self-emp-inc,,9.0,,Exec-managerial,Husband,Male,0.0,0.0,40.0
28850,Private,,12.0,,Other-service,Own-child,Male,0.0,0.0,43.0
28851,Self-emp-not-inc,,4.0,,Sales,Husband,Male,0.0,0.0,40.0
28852,Private,,10.0,,Exec-managerial,Husband,Male,0.0,0.0,50.0
28853,,,11.0,,,Husband,Male,3411.0,0.0,40.0
28854,Private,,9.0,,Other-service,Not-in-family,Female,0.0,0.0,30.0
28855,Self-emp-not-inc,,10.0,,Craft-repair,Husband,Male,0.0,0.0,20.0
28856,Private,233362.0,6.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,
28857,Private,,11.0,,Adm-clerical,Husband,Male,0.0,0.0,40.0
28858,Private,,10.0,,Adm-clerical,Own-child,Male,0.0,0.0,20.0
28859,Self-emp-not-inc,,16.0,,Prof-specialty,Husband,Male,3781.0,0.0,40.0
28860,Private,142219.0,10.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,
28861,Private,,5.0,,Other-service,Not-in-family,Male,0.0,0.0,6.0
28862,Self-emp-not-inc,221581.0,9.0,Married-spouse-absent,Craft-repair,Not-in-family,,0.0,0.0,
28863,Private,,10.0,,Exec-managerial,Not-in-family,Male,0.0,0.0,60.0
28864,Private,,10.0,,Adm-clerical,Own-child,Male,14344.0,0.0,40.0
28865,Private,242941.0,10.0,Never-married,Sales,Own-child,,0.0,1602.0,
28866,Private,210945.0,9.0,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,0.0,
28867,Private,,7.0,,Machine-op-inspct,Husband,Male,0.0,0.0,40.0
28868,Private,320012.0,10.0,Married-civ-spouse,Adm-clerical,Wife,,0.0,0.0,
28869,Private,398988.0,10.0,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,
28870,Local-gov,,,,Other-service,Husband,Male,0.0,0.0,40.0
28871,Private,436361.0,9.0,Divorced,Other-service,Not-in-family,,0.0,0.0,
28872,Private,,9.0,,Adm-clerical,Own-child,Female,0.0,0.0,20.0
28873,Private,176189.0,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,
28874,Private,,9.0,,Handlers-cleaners,Husband,Male,0.0,0.0,32.0
28875,Private,206775.0,10.0,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,0.0,
28876,Local-gov,210991.0,13.0,Married-civ-spouse,Craft-repair,Husband,,0.0,1740.0,
28877,Private,,9.0,,Craft-repair,Own-child,Male,0.0,0.0,20.0
28878,Private,,5.0,,Handlers-cleaners,Husband,Male,0.0,0.0,40.0
28879,,169303.0,9.0,Married-civ-spouse,,Husband,,6767.0,0.0,
28880,Private,,13.0,,Exec-managerial,Husband,Male,0.0,0.0,45.0
28881,Private,116825.0,14.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,
28882,Private,,9.0,,Transport-moving,Husband,Male,0.0,0.0,40.0
28883,Private,,13.0,,Prof-specialty,Husband,Male,0.0,0.0,40.0
28884,Private,,13.0,,Prof-specialty,Husband,Male,0.0,0.0,50.0
28885,Private,246431.0,13.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,
28886,Private,154342.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
28887,Private,,8.0,,Other-service,Own-child,Male,0.0,0.0,40.0
28888,Private,,13.0,,Exec-managerial,Husband,Male,0.0,0.0,45.0
28889,Private,102988.0,14.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,
28890,Private,305759.0,9.0,Divorced,Other-service,Not-in-family,,0.0,0.0,
28891,Private,203003.0,6.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
28892,Private,306908.0,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,
28893,Private,334366.0,13.0,Separated,Prof-specialty,Unmarried,,0.0,0.0,
28894,Private,168262.0,13.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,
28895,Federal-gov,32801.0,13.0,Married-civ-spouse,Exec-managerial,Wife,,0.0,0.0,
28896,,,14.0,,,Wife,Female,15024.0,0.0,40.0
28897,Private,277772.0,9.0,Divorced,Handlers-cleaners,Unmarried,,0.0,0.0,
28898,Private,190350.0,9.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,
28899,Local-gov,222381.0,14.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,
28900,Private,377680.0,11.0,Never-married,Sales,Not-in-family,,0.0,0.0,
28901,Private,113601.0,10.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,
28902,Private,54422.0,12.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,
28903,Private,,10.0,,Adm-clerical,Unmarried,Female,0.0,0.0,40.0
28904,,,9.0,,,Husband,Male,0.0,0.0,40.0
28905,Private,127753.0,8.0,Never-married,Craft-repair,Other-relative,,0.0,0.0,
28906,Private,231962.0,9.0,Never-married,Other-service,Unmarried,,0.0,0.0,
28907,Private,,1.0,,Adm-clerical,Own-child,Male,0.0,0.0,40.0
28908,Private,,10.0,,Transport-moving,Husband,Male,4064.0,0.0,40.0
28909,Private,112761.0,9.0,Divorced,Machine-op-inspct,Unmarried,,0.0,0.0,
28910,Self-emp-not-inc,,13.0,,Prof-specialty,Not-in-family,Female,0.0,0.0,20.0
28911,Self-emp-inc,,10.0,,Farming-fishing,Not-in-family,Male,0.0,0.0,45.0
28912,Self-emp-inc,175070.0,15.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,
28913,Self-emp-not-inc,,10.0,,Craft-repair,Husband,Male,0.0,0.0,60.0
28914,Private,,9.0,,Machine-op-inspct,Unmarried,Male,2346.0,0.0,40.0
28915,Self-emp-not-inc,,13.0,,Craft-repair,Husband,Male,0.0,0.0,40.0
28916,Private,93690.0,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,
28917,Private,,,,Farming-fishing,Other-relative,Male,0.0,0.0,60.0
28918,State-gov,,13.0,,Adm-clerical,Husband,Male,0.0,0.0,46.0
28919,Private,163706.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,15024.0,0.0,
28920,Private,,9.0,,Transport-moving,Own-child,Male,0.0,0.0,40.0
28921,Private,648223.0,2.0,Married-spouse-absent,Farming-fishing,Unmarried,,0.0,0.0,
28922,Private,280966.0,10.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,
28923,Self-emp-inc,117963.0,12.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,1887.0,
28924,Federal-gov,,13.0,,Prof-specialty,Not-in-family,Male,0.0,0.0,60.0
28925,Private,252752.0,10.0,Never-married,Transport-moving,Not-in-family,,0.0,0.0,
28926,Self-emp-not-inc,152587.0,9.0,Never-married,Craft-repair,Own-child,,0.0,0.0,
28927,Private,145419.0,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,
28928,Private,34248.0,11.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,
28929,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,40.0
28930,Private,206861.0,13.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,
28931,Private,,9.0,,Other-service,Husband,Male,0.0,0.0,4.0
28932,Private,,,,Prof-specialty,Husband,Male,0.0,0.0,45.0
28933,,193043.0,9.0,Married-civ-spouse,,Husband,,0.0,0.0,
28934,Private,,11.0,,Craft-repair,Not-in-family,Male,0.0,0.0,38.0
28935,Private,183627.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,1977.0,
28936,Private,152810.0,14.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,1977.0,
28937,Private,150095.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,
28938,State-gov,140764.0,10.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,
28939,Private,257980.0,9.0,Never-married,Machine-op-inspct,Not-in-family,,0.0,0.0,
28940,State-gov,,9.0,,Sales,Unmarried,Female,0.0,0.0,40.0
28941,Private,,13.0,,Adm-clerical,Wife,Female,0.0,0.0,40.0
28942,Self-emp-not-inc,,10.0,,Craft-repair,Husband,Male,0.0,0.0,40.0
28943,Private,,9.0,,Sales,Not-in-family,Male,0.0,0.0,20.0
28944,Private,,9.0,,Sales,Own-child,Female,0.0,0.0,35.0
28945,,28132.0,8.0,Never-married,,Own-child,,0.0,0.0,
28946,Private,174466.0,7.0,Never-married,Other-service,Own-child,,0.0,0.0,
28947,State-gov,,9.0,,Adm-clerical,Husband,Male,0.0,0.0,40.0
28948,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,45.0
28949,State-gov,,10.0,,Tech-support,Not-in-family,Male,0.0,0.0,40.0
28950,Private,202210.0,9.0,Never-married,Other-service,Unmarried,,0.0,0.0,
28951,Private,,9.0,,Machine-op-inspct,Own-child,Male,0.0,0.0,35.0
28952,Self-emp-not-inc,,13.0,,Exec-managerial,Not-in-family,Female,0.0,0.0,40.0
28953,Private,,9.0,,Sales,Other-relative,Male,0.0,0.0,50.0
28954,Self-emp-inc,,15.0,,Exec-managerial,Husband,Male,99999.0,0.0,40.0
28955,Private,104896.0,9.0,Married-civ-spouse,Sales,Husband,,2653.0,0.0,
28956,,177304.0,6.0,Divorced,,Not-in-family,,0.0,0.0,
28957,Private,,9.0,,Machine-op-inspct,Husband,Male,0.0,0.0,40.0
28958,Private,,10.0,,Machine-op-inspct,Own-child,Male,0.0,0.0,40.0
28959,Private,,10.0,,Machine-op-inspct,Husband,Male,0.0,0.0,44.0
28960,Self-emp-inc,54260.0,10.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,
28961,Private,162840.0,8.0,Never-married,Sales,Own-child,,0.0,0.0,
28962,State-gov,404573.0,15.0,Divorced,Prof-specialty,Unmarried,,0.0,0.0,
28963,Private,96827.0,13.0,Never-married,Other-service,Not-in-family,,0.0,0.0,
28964,Private,172052.0,9.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,
28965,Local-gov,,12.0,,Handlers-cleaners,Not-in-family,Male,0.0,0.0,40.0
28966,Self-emp-not-inc,,14.0,,Exec-managerial,Unmarried,Female,0.0,0.0,20.0
28967,Local-gov,202184.0,10.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,
28968,Self-emp-not-inc,562336.0,9.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,
28969,Private,277434.0,12.0,Widowed,Tech-support,Unmarried,,0.0,0.0,
28970,Private,132847.0,9.0,Never-married,Handlers-cleaners,Not-in-family,,0.0,0.0,
28971,State-gov,59342.0,7.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,
28972,Private,106961.0,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,
28973,Private,204160.0,9.0,Divorced,Machine-op-inspct,Own-child,,0.0,0.0,
28974,Private,216563.0,9.0,Married-civ-spouse,Machine-op-inspct,Wife,,0.0,0.0,
28975,Local-gov,132563.0,15.0,Divorced,Prof-specialty,Unmarried,,0.0,1726.0,
28976,Self-emp-not-inc,,9.0,,Sales,Unmarried,Male,0.0,0.0,66.0
28977,Private,,13.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,40.0
28978,Private,,10.0,,Prof-specialty,Not-in-family,Male,0.0,0.0,50.0
28979,Private,196643.0,10.0,Never-married,Other-service,,Male,0.0,0.0,40.0
28980,Private,147280.0,7.0,Never-married,Other-service,Own-child,,0.0,0.0,
28981,Private,220836.0,7.0,Never-married,Other-service,Not-in-family,,0.0,0.0,
28982,,146722.0,8.0,Married-civ-spouse,,Husband,,0.0,0.0,
28983,Self-emp-not-inc,29054.0,11.0,Never-married,Farming-fishing,Own-child,,0.0,0.0,
28984,Private,124818.0,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,
28985,Private,498325.0,12.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,
28986,Self-emp-not-inc,175456.0,10.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,
28987,Private,102332.0,9.0,Divorced,Sales,Unmarried,,0.0,0.0,
28988,State-gov,,16.0,,Prof-specialty,Husband,Male,0.0,0.0,70.0
28989,Private,204052.0,9.0,Never-married,Craft-repair,Not-in-family,,0.0,0.0,
28990,Private,,9.0,,Other-service,Unmarried,Female,0.0,0.0,40.0
28991,Private,99476.0,14.0,Divorced,Prof-specialty,Not-in-family,,0.0,0.0,
28992,Private,117674.0,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,
28993,Local-gov,251396.0,12.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,
28994,Private,128617.0,6.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,
28995,Private,,3.0,,Machine-op-inspct,Husband,Male,2105.0,0.0,40.0
28996,Private,212888.0,13.0,Divorced,Prof-specialty,Not-in-family,,0.0,0.0,
28997,Local-gov,,9.0,,Protective-serv,Husband,Male,0.0,0.0,40.0
28998,Self-emp-not-inc,26781.0,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,
28999,Self-emp-not-inc,219591.0,10.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
29000,Private,103751.0,5.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
29001,Private,,9.0,,Other-service,Not-in-family,Female,0.0,0.0,25.0
29002,Private,,12.0,,Tech-support,Husband,Male,0.0,0.0,75.0
29003,Private,285730.0,14.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,
29004,Self-emp-not-inc,,9.0,,Sales,Not-in-family,Male,0.0,0.0,60.0
29005,Private,,13.0,,Prof-specialty,Husband,Male,7298.0,0.0,45.0
29006,Private,,7.0,,Priv-house-serv,Unmarried,Female,0.0,0.0,25.0
29007,Private,73051.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,
29008,Federal-gov,450770.0,9.0,Never-married,Handlers-cleaners,Unmarried,,0.0,0.0,
29009,Private,,15.0,,Prof-specialty,Not-in-family,Male,0.0,0.0,40.0
29010,Self-emp-not-inc,95949.0,13.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
29011,Private,,6.0,,Machine-op-inspct,Not-in-family,Male,0.0,0.0,40.0
29012,Private,404616.0,14.0,Married-civ-spouse,Farming-fishing,Not-in-family,,0.0,0.0,
29013,Private,,7.0,,Other-service,Other-relative,Female,0.0,0.0,22.0
29014,Private,,9.0,,Machine-op-inspct,Husband,Male,7688.0,0.0,40.0
29015,Self-emp-inc,,15.0,,Prof-specialty,Husband,Male,15024.0,0.0,60.0
29016,State-gov,,13.0,,Exec-managerial,Not-in-family,Male,0.0,0.0,55.0
29017,Self-emp-not-inc,,9.0,,Exec-managerial,Unmarried,Female,0.0,0.0,40.0
29018,Private,189346.0,9.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,
29019,Private,,14.0,,Exec-managerial,Not-in-family,Male,99999.0,0.0,50.0
29020,Private,,,,Handlers-cleaners,Husband,Male,0.0,0.0,60.0
29021,Private,,10.0,,Machine-op-inspct,Not-in-family,Female,0.0,0.0,40.0
29022,Private,,12.0,,Craft-repair,Not-in-family,Male,0.0,0.0,45.0
29023,Private,,9.0,,Machine-op-inspct,Not-in-family,Female,0.0,0.0,16.0
29024,Private,208826.0,13.0,Never-married,Other-service,Not-in-family,,0.0,0.0,
29025,Private,370183.0,9.0,Married-civ-spouse,Tech-support,Husband,,0.0,0.0,
29026,Self-emp-inc,155293.0,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,
29027,Private,112271.0,13.0,Married-civ-spouse,Tech-support,Husband,,0.0,1902.0,
29028,Private,,8.0,,Other-service,Not-in-family,Male,0.0,0.0,40.0
29029,Private,,9.0,,Handlers-cleaners,Husband,Male,0.0,0.0,20.0
29030,Private,,10.0,,Craft-repair,Husband,Male,0.0,0.0,40.0
29031,Private,122473.0,5.0,Never-married,Machine-op-inspct,Unmarried,,0.0,625.0,
29032,Private,,9.0,,Other-service,Husband,Male,0.0,0.0,45.0
29033,Private,61518.0,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,
29034,Private,152452.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
29035,Self-emp-not-inc,67240.0,9.0,Never-married,Handlers-cleaners,Not-in-family,,0.0,0.0,
29036,Private,,9.0,,Machine-op-inspct,Not-in-family,Female,0.0,0.0,40.0
29037,Private,199934.0,10.0,Married-civ-spouse,Machine-op-inspct,Husband,,7298.0,0.0,
29038,Private,213902.0,10.0,Never-married,Other-service,Unmarried,,0.0,0.0,
29039,Private,,13.0,,Sales,Not-in-family,Female,0.0,0.0,50.0
29040,Private,,9.0,,Craft-repair,Not-in-family,Male,0.0,0.0,40.0
29041,,,14.0,,,Not-in-family,Male,0.0,0.0,26.0
29042,,,10.0,,,Own-child,Male,0.0,0.0,40.0
29043,Private,,,,Adm-clerical,Other-relative,Male,0.0,0.0,25.0
29044,Private,,13.0,,Exec-managerial,Husband,Male,0.0,0.0,60.0
29045,Private,210013.0,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,
29046,Private,,,,Other-service,Unmarried,Female,0.0,0.0,56.0
29047,State-gov,126754.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
29048,Local-gov,281784.0,13.0,Never-married,Tech-support,Not-in-family,,0.0,1564.0,
29049,Private,,6.0,,Other-service,Unmarried,Female,0.0,0.0,40.0
29050,Private,,3.0,,Craft-repair,Own-child,Male,0.0,0.0,40.0
29051,Private,,6.0,,Craft-repair,Husband,Male,0.0,1740.0,40.0
29052,Private,172354.0,11.0,Widowed,Adm-clerical,Not-in-family,,1848.0,0.0,
29053,Self-emp-inc,38307.0,7.0,Never-married,Farming-fishing,Own-child,,0.0,0.0,
29054,Private,,10.0,,Sales,Own-child,Male,0.0,0.0,15.0
29055,Private,,13.0,,Exec-managerial,Not-in-family,Female,0.0,0.0,40.0
29056,Private,,9.0,,Craft-repair,Own-child,Female,0.0,0.0,40.0
29057,Private,297544.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
29058,Self-emp-not-inc,,9.0,,Farming-fishing,Husband,Male,0.0,0.0,60.0
29059,Private,,9.0,,Handlers-cleaners,Husband,Male,0.0,0.0,70.0
29060,Private,,13.0,,Prof-specialty,Husband,Male,0.0,0.0,50.0
29061,Self-emp-not-inc,,4.0,,Prof-specialty,Husband,Male,0.0,0.0,40.0
29062,Private,194829.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
29063,Private,,13.0,,Exec-managerial,Own-child,Male,0.0,0.0,40.0
29064,State-gov,,10.0,,Tech-support,Unmarried,Female,0.0,0.0,50.0
29065,Private,,10.0,,Transport-moving,Not-in-family,Male,0.0,0.0,60.0
29066,Local-gov,227065.0,14.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,
29067,Private,173858.0,15.0,Married-civ-spouse,Tech-support,Husband,,0.0,0.0,
29068,Private,455379.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,
29069,State-gov,209280.0,14.0,Married-civ-spouse,Prof-specialty,Husband,,6514.0,0.0,
29070,Private,232475.0,9.0,Separated,Craft-repair,Not-in-family,,0.0,0.0,
29071,Private,180206.0,12.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,
29072,Private,238246.0,9.0,Separated,Other-service,Not-in-family,,0.0,0.0,
29073,Self-emp-not-inc,181070.0,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,
29074,Local-gov,,9.0,,Adm-clerical,Wife,Female,7298.0,0.0,30.0
29075,Private,,9.0,,Exec-managerial,Husband,Male,0.0,0.0,40.0
29076,Private,219611.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,
29077,Private,45975.0,8.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,
29078,Private,,9.0,,Handlers-cleaners,Unmarried,Male,0.0,0.0,35.0
29079,Private,168355.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
29080,,,11.0,,,Not-in-family,Male,0.0,0.0,48.0
29081,Local-gov,75387.0,9.0,Married-civ-spouse,Other-service,Husband,,0.0,0.0,
29082,Private,,4.0,,Craft-repair,Own-child,Male,0.0,0.0,35.0
29083,Private,209443.0,13.0,Married-AF-spouse,Sales,Wife,,0.0,0.0,
29084,Private,,10.0,,Exec-managerial,Husband,Male,6514.0,0.0,40.0
29085,Private,210626.0,9.0,Divorced,Machine-op-inspct,Unmarried,,0.0,0.0,
29086,Self-emp-inc,,13.0,,Sales,Husband,Male,0.0,0.0,60.0
29087,Private,,9.0,,Machine-op-inspct,Husband,Male,0.0,0.0,38.0
29088,Self-emp-not-inc,195891.0,9.0,Married-civ-spouse,Craft-repair,Own-child,,0.0,0.0,
29089,Private,,10.0,,Transport-moving,Husband,Male,0.0,0.0,50.0
29090,Private,140590.0,10.0,Never-married,Sales,Not-in-family,,0.0,0.0,
29091,,65704.0,,Never-married,,,Female,0.0,0.0,40.0
29092,Private,,9.0,,Sales,Husband,Male,0.0,0.0,60.0
29093,Private,138692.0,9.0,Divorced,Craft-repair,Not-in-family,,0.0,0.0,
29094,Self-emp-inc,91039.0,14.0,Married-civ-spouse,Exec-managerial,Husband,,15024.0,0.0,
29095,Private,206051.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
29096,,,9.0,,,Husband,Male,0.0,0.0,21.0
29097,Private,,5.0,,Sales,Not-in-family,Female,0.0,0.0,30.0
29098,Self-emp-not-inc,,15.0,,Prof-specialty,Husband,Male,0.0,0.0,50.0
29099,Self-emp-not-inc,,10.0,,Sales,Wife,Female,0.0,0.0,25.0
29100,Private,,10.0,,Exec-managerial,Not-in-family,Female,0.0,0.0,40.0
29101,Local-gov,344624.0,10.0,Married-civ-spouse,Other-service,Husband,,0.0,1485.0,
29102,,,9.0,,,Husband,Male,0.0,0.0,40.0
29103,,127388.0,10.0,Never-married,,Own-child,,0.0,0.0,
29104,Self-emp-not-inc,241297.0,10.0,Widowed,Farming-fishing,Not-in-family,,6849.0,0.0,
29105,Private,,10.0,,Prof-specialty,Husband,Male,0.0,0.0,40.0
29106,Private,124483.0,13.0,Never-married,Sales,Not-in-family,,0.0,0.0,
29107,Private,26973.0,11.0,Married-civ-spouse,Tech-support,Wife,,0.0,0.0,
29108,Private,,13.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,35.0
29109,Private,,10.0,,Machine-op-inspct,Husband,Male,2580.0,0.0,40.0
29110,Private,238959.0,9.0,Married-civ-spouse,Adm-clerical,Wife,,0.0,0.0,
29111,Private,,13.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,20.0
29112,State-gov,171482.0,13.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,
29113,Private,,9.0,,Handlers-cleaners,Unmarried,Female,0.0,0.0,20.0
29114,Private,284403.0,12.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,
29115,Private,,9.0,,Prof-specialty,Husband,Male,0.0,0.0,40.0
29116,Private,,14.0,,Exec-managerial,Not-in-family,Female,0.0,0.0,40.0
29117,Private,,9.0,,Sales,Not-in-family,Female,0.0,0.0,40.0
29118,Private,120068.0,7.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,
29119,Private,167031.0,6.0,Never-married,Machine-op-inspct,Not-in-family,,0.0,0.0,
29120,Private,266072.0,6.0,Never-married,Other-service,Not-in-family,,0.0,0.0,
29121,Private,,13.0,,Tech-support,Unmarried,Female,0.0,0.0,40.0
29122,Private,,9.0,,Transport-moving,Husband,Male,0.0,0.0,40.0
29123,Private,177121.0,9.0,Divorced,Other-service,Not-in-family,,0.0,0.0,
29124,Private,,12.0,,Sales,Unmarried,Male,0.0,0.0,50.0
29125,Local-gov,,12.0,,Exec-managerial,Wife,Female,0.0,0.0,45.0
29126,Local-gov,168740.0,9.0,Married-civ-spouse,Protective-serv,Husband,,0.0,0.0,
29127,Private,,10.0,,Other-service,Not-in-family,Female,0.0,0.0,40.0
29128,Private,82521.0,10.0,Married-civ-spouse,Prof-specialty,Husband,,4064.0,0.0,
29129,Private,222978.0,9.0,Divorced,Sales,Not-in-family,,0.0,1504.0,
29130,Local-gov,221480.0,10.0,Married-civ-spouse,Adm-clerical,Wife,,0.0,0.0,
29131,Local-gov,,9.0,,Protective-serv,Husband,Male,0.0,0.0,40.0
29132,Private,51025.0,9.0,Never-married,Other-service,Not-in-family,,0.0,0.0,
29133,Private,460437.0,5.0,Divorced,Sales,Not-in-family,,0.0,0.0,
29134,Private,104892.0,,Married-civ-spouse,Tech-support,Husband,,0.0,0.0,
