,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week
44056,25.0,,206002.0,HS-grad,9.0,,,,White,,0.0,0.0,
44057,25.0,,202480.0,Bachelors,13.0,,,,White,,0.0,0.0,
44058,,Self-emp-not-inc,,,12.0,,Craft-repair,Own-child,,Male,0.0,0.0,40.0
44059,43.0,,405601.0,Some-college,10.0,,,,White,,0.0,0.0,
44060,,Private,,,13.0,,Exec-managerial,Wife,,Female,0.0,0.0,40.0
44061,30.0,,323054.0,10th,6.0,,,,Amer-Indian-Eskimo,,0.0,0.0,
44062,,Private,153064.0,,,Married-civ-spouse,Exec-managerial,Husband,,,7688.0,0.0,
44063,,Private,,,7.0,,Other-service,Not-in-family,,Female,0.0,0.0,21.0
44064,,Private,,,6.0,,Transport-moving,Husband,,Male,0.0,0.0,40.0
44065,,Private,,,9.0,,Exec-managerial,Own-child,,Male,0.0,0.0,44.0
44066,54.0,,106728.0,Bachelors,13.0,,,,White,,0.0,0.0,
44067,40.0,,135056.0,HS-grad,9.0,,,,White,,0.0,0.0,
44068,,Self-emp-not-inc,,,9.0,,Craft-repair,Not-in-family,,Male,0.0,0.0,40.0
44069,,State-gov,,,16.0,,Exec-managerial,Husband,,Male,0.0,0.0,40.0
44070,,Private,196674.0,,,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
44071,,,,,4.0,,,Other-relative,,Male,0.0,0.0,30.0
44072,22.0,,43646.0,HS-grad,9.0,,,,White,,0.0,0.0,
44073,20.0,,132053.0,HS-grad,9.0,,,,White,,0.0,0.0,
44074,38.0,,198867.0,11th,7.0,,,,White,,0.0,0.0,
44075,,Private,149368.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
44076,,Private,,,9.0,,Machine-op-inspct,Husband,,Male,0.0,0.0,40.0
44077,48.0,,141511.0,10th,6.0,,,,White,,0.0,0.0,
44078,62.0,,135480.0,HS-grad,9.0,,,,White,,0.0,0.0,
44079,,,168479.0,,13.0,Never-married,,Not-in-family,,,0.0,0.0,
44080,,Private,,,9.0,,Sales,Not-in-family,,Female,0.0,0.0,7.0
44081,32.0,,388672.0,Some-college,10.0,,,,White,,0.0,0.0,
44082,32.0,,222654.0,,6.0,,,,White,,0.0,0.0,
44083,32.0,,137076.0,Some-college,10.0,,,,White,,15024.0,0.0,
44084,,Private,,,8.0,,Other-service,Wife,,Female,0.0,0.0,10.0
44085,,Private,325744.0,,10.0,Never-married,Sales,Other-relative,,,0.0,0.0,
44086,45.0,,255456.0,Masters,14.0,,,,Asian-Pac-Islander,,0.0,0.0,
44087,,Private,60567.0,,7.0,Divorced,Transport-moving,Unmarried,,,0.0,880.0,
44088,,Private,118025.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,,99999.0,0.0,
44089,,Private,,,,,Sales,Not-in-family,,Male,0.0,0.0,40.0
44090,17.0,,275778.0,9th,5.0,,,,White,,0.0,0.0,
44091,,Local-gov,331902.0,,10.0,Divorced,Adm-clerical,Unmarried,,,0.0,0.0,
44092,36.0,,150057.0,Some-college,10.0,,,,White,,0.0,0.0,
44093,,Private,,,16.0,,Prof-specialty,Not-in-family,,Female,0.0,0.0,28.0
44094,,Private,90915.0,,13.0,Married-spouse-absent,Tech-support,Unmarried,,,0.0,0.0,
44095,,Private,198069.0,,9.0,Never-married,Machine-op-inspct,Not-in-family,,,0.0,0.0,
44096,,Local-gov,,,9.0,,Other-service,Not-in-family,,Female,0.0,0.0,24.0
44097,49.0,,141483.0,10th,6.0,,,,White,,0.0,0.0,
44098,,Private,234880.0,,10.0,Never-married,Adm-clerical,Own-child,,,0.0,0.0,
44099,42.0,,253770.0,Some-college,10.0,,,,White,,0.0,0.0,
44100,,Private,,,10.0,,Handlers-cleaners,Husband,,Male,0.0,0.0,50.0
44101,,Private,37894.0,,9.0,Separated,Other-service,Other-relative,,,0.0,0.0,
44102,,Private,,,15.0,,Prof-specialty,Not-in-family,,Male,14084.0,0.0,36.0
44103,,Private,209955.0,,10.0,Never-married,Other-service,Own-child,,,0.0,0.0,
44104,,Self-emp-not-inc,,,11.0,,Prof-specialty,Wife,,Female,0.0,0.0,15.0
44105,,Private,,,9.0,,Sales,Husband,,Male,0.0,0.0,45.0
44106,,Self-emp-inc,80158.0,,9.0,Never-married,Exec-managerial,Own-child,,,0.0,0.0,
44107,44.0,,232421.0,HS-grad,9.0,,,,Other,,0.0,0.0,
44108,,Local-gov,31993.0,,4.0,Married-civ-spouse,Protective-serv,Husband,,,0.0,0.0,
44109,21.0,,262280.0,Some-college,10.0,,,,White,,3781.0,0.0,
44110,,Self-emp-not-inc,,,7.0,,Adm-clerical,Not-in-family,,Female,0.0,0.0,40.0
44111,,Private,,,6.0,,Farming-fishing,Husband,,Male,0.0,0.0,70.0
44112,,Private,361978.0,,9.0,Divorced,Craft-repair,Unmarried,,,1471.0,0.0,
44113,44.0,,219591.0,Some-college,10.0,,,,White,,0.0,0.0,
44114,,Private,165799.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
44115,,Private,,,9.0,,Farming-fishing,Husband,,Male,0.0,0.0,45.0
44116,,Private,,,10.0,,Prof-specialty,Husband,,Male,7688.0,0.0,60.0
44117,,Private,208249.0,,9.0,Married-civ-spouse,Handlers-cleaners,Husband,,,0.0,0.0,
44118,,Private,200040.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
44119,46.0,,168441.0,Some-college,10.0,,,,White,,0.0,0.0,
44120,,,170617.0,,14.0,Widowed,,Not-in-family,,,0.0,0.0,
44121,,Private,307812.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
44122,24.0,,148320.0,Some-college,10.0,,,,Black,,0.0,0.0,
44123,50.0,,231196.0,Bachelors,13.0,,,,White,,0.0,0.0,
44124,40.0,,200574.0,Assoc-acdm,12.0,,,,White,,0.0,0.0,
44125,37.0,,188377.0,HS-grad,9.0,,,,Black,,0.0,0.0,
44126,,Private,,,3.0,,Other-service,Not-in-family,,Male,0.0,0.0,60.0
44127,,Self-emp-not-inc,52498.0,,13.0,Never-married,Prof-specialty,Unmarried,,,0.0,0.0,
44128,20.0,,146538.0,HS-grad,9.0,,,,White,,0.0,0.0,
44129,,Private,,,13.0,,Adm-clerical,Wife,,Female,0.0,0.0,40.0
44130,36.0,,203836.0,,10.0,,,,White,,0.0,0.0,
44131,,,,,12.0,,,Husband,,Male,0.0,0.0,20.0
44132,,Private,111979.0,,9.0,Married-civ-spouse,Handlers-cleaners,Husband,,,0.0,0.0,
44133,18.0,,632271.0,Some-college,10.0,,,,White,,0.0,0.0,
44134,,Private,,,9.0,,Machine-op-inspct,Other-relative,,Female,0.0,0.0,40.0
44135,,Private,,,11.0,,Adm-clerical,Unmarried,,Female,0.0,0.0,40.0
44136,49.0,,118701.0,HS-grad,9.0,,,,Black,,0.0,0.0,
44137,,Private,,,10.0,,Adm-clerical,Unmarried,,Female,0.0,0.0,35.0
44138,,,211574.0,,6.0,Married-civ-spouse,,Husband,,,0.0,0.0,
44139,30.0,,685955.0,,13.0,,,,Black,,0.0,0.0,
44140,31.0,,459465.0,Some-college,10.0,,,,White,,0.0,0.0,
44141,,,180211.0,,,Married-civ-spouse,,Husband,,,0.0,0.0,
44142,,Private,229287.0,,13.0,Never-married,Exec-managerial,Other-relative,,,0.0,0.0,
44143,,Private,333651.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,,15024.0,0.0,
44144,49.0,,120121.0,Doctorate,16.0,,,,White,,7688.0,0.0,
44145,,State-gov,113868.0,,16.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
44146,,,,,7.0,,,Own-child,,Male,0.0,0.0,40.0
44147,,Local-gov,136331.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
44148,67.0,,191800.0,Bachelors,13.0,,,,Black,,6360.0,0.0,
44149,22.0,,223515.0,Bachelors,13.0,,,,White,,0.0,0.0,
44150,,Self-emp-not-inc,349951.0,,9.0,Married-civ-spouse,Sales,Husband,,,4508.0,0.0,
44151,19.0,,181242.0,Some-college,10.0,,,,White,,0.0,0.0,
44152,,Private,,,14.0,,Prof-specialty,Not-in-family,,Female,0.0,0.0,40.0
44153,,Self-emp-not-inc,,,14.0,,Prof-specialty,Not-in-family,,Female,0.0,0.0,60.0
44154,,Private,140001.0,,13.0,Never-married,Exec-managerial,Not-in-family,,,0.0,0.0,
44155,,Federal-gov,303704.0,,12.0,Divorced,Adm-clerical,Not-in-family,,,0.0,0.0,
44156,,Self-emp-not-inc,213887.0,,16.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
44157,36.0,,161141.0,Masters,14.0,,,,White,,0.0,0.0,
44158,,Private,,,9.0,,Transport-moving,Not-in-family,,Male,0.0,0.0,30.0
44159,22.0,,116800.0,Assoc-acdm,12.0,,,,White,,0.0,0.0,
44160,22.0,,366139.0,Some-college,10.0,,,,White,,0.0,0.0,
44161,,Private,270551.0,,9.0,Never-married,Other-service,Own-child,,,0.0,0.0,
44162,44.0,,222635.0,5th-6th,3.0,,,,Black,,0.0,0.0,
44163,,Private,,,13.0,,Craft-repair,Husband,,Male,0.0,0.0,40.0
44164,35.0,,144401.0,Bachelors,13.0,,,,Asian-Pac-Islander,,0.0,0.0,
44165,,Self-emp-not-inc,99141.0,,9.0,Divorced,Farming-fishing,Unmarried,,,0.0,0.0,
44166,,Private,,,10.0,,Adm-clerical,Own-child,,Female,0.0,0.0,40.0
44167,,Private,111243.0,,9.0,Never-married,Sales,Other-relative,,,0.0,0.0,
44168,,Private,,,13.0,,Exec-managerial,Not-in-family,,Female,13550.0,0.0,60.0
44169,,Private,,,10.0,,Exec-managerial,Husband,,Male,0.0,0.0,50.0
44170,,Private,285102.0,,14.0,Never-married,Prof-specialty,Not-in-family,,,0.0,0.0,
44171,,Private,287908.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,,0.0,0.0,
44172,,Private,264052.0,,10.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
44173,40.0,,173651.0,Some-college,10.0,,,,White,,0.0,0.0,
44174,,Private,185522.0,,9.0,Never-married,Sales,Own-child,,,0.0,0.0,
44175,,Private,,,10.0,,Adm-clerical,Husband,,Male,0.0,0.0,55.0
44176,,Private,,,11.0,,Craft-repair,Husband,,Male,0.0,0.0,40.0
44177,39.0,,154641.0,HS-grad,9.0,,,,White,,8614.0,0.0,
44178,44.0,,191256.0,HS-grad,9.0,,,,White,,0.0,0.0,
44179,24.0,,350917.0,HS-grad,9.0,,,,White,,0.0,0.0,
44180,,Self-emp-not-inc,,,10.0,,Prof-specialty,Husband,,Male,0.0,0.0,35.0
44181,62.0,,71467.0,Masters,14.0,,,,White,,0.0,0.0,
44182,,Private,53481.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,,0.0,0.0,
44183,24.0,,201664.0,Some-college,10.0,,,,White,,0.0,0.0,
44184,39.0,,206520.0,HS-grad,9.0,,,,White,,0.0,0.0,
44185,36.0,,240323.0,HS-grad,9.0,,,,Black,,0.0,0.0,
44186,,Private,235307.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
44187,,Private,,,9.0,,Other-service,Not-in-family,,Male,0.0,0.0,40.0
44188,40.0,Private,,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,,,0.0,
44189,,Private,,,9.0,,Craft-repair,Own-child,,Male,0.0,0.0,20.0
44190,,Local-gov,,,10.0,,Other-service,Unmarried,,Female,0.0,0.0,24.0
44191,,Private,104457.0,,13.0,Married-spouse-absent,Machine-op-inspct,Not-in-family,,,0.0,0.0,
44192,53.0,,155983.0,Masters,14.0,,,,White,,0.0,0.0,
44193,,State-gov,,,10.0,,Farming-fishing,Own-child,,Male,0.0,0.0,40.0
44194,,Private,289228.0,,9.0,Married-civ-spouse,Exec-managerial,Wife,,,0.0,0.0,
44195,25.0,,103358.0,Some-college,10.0,,,,White,,0.0,0.0,
44196,,,,,9.0,,,Not-in-family,,Male,0.0,0.0,40.0
44197,46.0,,27243.0,Doctorate,16.0,,,,White,,7688.0,0.0,
44198,,Private,160216.0,,13.0,Never-married,Exec-managerial,Not-in-family,,,0.0,0.0,
44199,42.0,,165981.0,Some-college,10.0,,,,White,,0.0,0.0,
44200,,Private,166789.0,,14.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,2246.0,
44201,,Self-emp-not-inc,313132.0,,,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
44202,,Private,244910.0,,13.0,Married-civ-spouse,Adm-clerical,Husband,,,0.0,0.0,
44203,,Private,,,5.0,,Adm-clerical,Unmarried,,Female,0.0,0.0,40.0
44204,,Federal-gov,34916.0,,10.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
44205,23.0,,55890.0,Bachelors,13.0,,,,White,,0.0,0.0,
44206,,Self-emp-not-inc,179285.0,,13.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
44207,,Private,67365.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
44208,50.0,,183173.0,HS-grad,9.0,,,,White,,99999.0,0.0,
44209,,Self-emp-not-inc,114396.0,,13.0,Divorced,Prof-specialty,Not-in-family,,,0.0,0.0,
44210,,Self-emp-not-inc,338432.0,,9.0,Married-civ-spouse,Farming-fishing,Husband,,,0.0,0.0,
44211,53.0,,157229.0,Assoc-acdm,12.0,,,,Asian-Pac-Islander,,0.0,0.0,
44212,53.0,,55861.0,HS-grad,9.0,,,,White,,0.0,0.0,
44213,,Self-emp-not-inc,138162.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
44214,,Private,37402.0,,14.0,Never-married,Exec-managerial,Not-in-family,,,0.0,0.0,
44215,,Local-gov,398986.0,,16.0,Married-civ-spouse,Prof-specialty,Wife,,,0.0,1902.0,
44216,42.0,,331651.0,Masters,14.0,,,,White,,8614.0,0.0,
44217,,Private,311376.0,,11.0,Never-married,Adm-clerical,Not-in-family,,,0.0,0.0,
44218,,,,,11.0,,,Wife,,Female,0.0,0.0,40.0
44219,,Private,,,7.0,,Handlers-cleaners,Not-in-family,,Male,0.0,0.0,40.0
44220,,Private,266860.0,,14.0,Married-civ-spouse,Exec-managerial,Husband,,,15024.0,0.0,
44221,,Private,179048.0,,9.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
44222,,Private,171484.0,,6.0,Married-civ-spouse,Machine-op-inspct,Husband,,,0.0,0.0,
44223,,Private,,,7.0,,Sales,Not-in-family,,Female,0.0,0.0,40.0
44224,44.0,,691903.0,,14.0,,,,Black,,0.0,0.0,
44225,37.0,,19899.0,HS-grad,9.0,,,,White,,15024.0,0.0,
44226,42.0,,128354.0,Bachelors,13.0,,,,White,,0.0,0.0,
44227,,Private,119170.0,,7.0,Never-married,Exec-managerial,Unmarried,,,0.0,0.0,
44228,,Private,335665.0,,7.0,Never-married,Other-service,Other-relative,,,0.0,0.0,
44229,,Private,167652.0,,11.0,Divorced,Sales,Not-in-family,,,0.0,0.0,
44230,38.0,,85244.0,Bachelors,13.0,,,,White,,0.0,0.0,
44231,65.0,,224357.0,Some-college,10.0,,,,White,,2290.0,0.0,
44232,,Private,,,10.0,,Other-service,Husband,,Male,0.0,0.0,40.0
44233,62.0,,115176.0,,9.0,,,,White,,0.0,0.0,
44234,,Local-gov,99131.0,,9.0,Married-civ-spouse,Prof-specialty,Other-relative,,,0.0,2246.0,
44235,,Private,,,11.0,,Tech-support,Husband,,Male,7298.0,0.0,40.0
44236,,Private,,,9.0,,Adm-clerical,Not-in-family,,Female,0.0,0.0,40.0
44237,,Self-emp-inc,88973.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
44238,,Local-gov,,,9.0,,Adm-clerical,Not-in-family,,Female,0.0,0.0,20.0
44239,,Private,233802.0,,9.0,Married-civ-spouse,Tech-support,Husband,,,0.0,0.0,
44240,25.0,,187653.0,HS-grad,9.0,,,,White,,0.0,0.0,
44241,,Private,,,11.0,,Sales,Husband,,Male,0.0,0.0,40.0
44242,42.0,,170230.0,Masters,14.0,,,,White,,14084.0,0.0,
44243,36.0,,169469.0,Some-college,10.0,,,,White,,7298.0,0.0,
44244,,Self-emp-not-inc,176814.0,,16.0,Married-civ-spouse,Prof-specialty,Husband,,,15024.0,0.0,
44245,,Private,287681.0,,9.0,Never-married,Machine-op-inspct,Own-child,,,0.0,0.0,
44246,59.0,,39398.0,HS-grad,9.0,,,,White,,0.0,0.0,
44247,,Private,,,9.0,,Exec-managerial,Husband,,Male,0.0,0.0,50.0
44248,,Private,214415.0,,10.0,Separated,Prof-specialty,Unmarried,,,0.0,0.0,
44249,,,,,10.0,,,Own-child,,Female,594.0,0.0,15.0
44250,,Private,80933.0,,10.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
44251,,Self-emp-not-inc,83542.0,,12.0,Divorced,Tech-support,Not-in-family,,,0.0,0.0,
44252,,Private,,,13.0,,Exec-managerial,Unmarried,,Female,0.0,0.0,40.0
44253,,Federal-gov,99893.0,,7.0,Never-married,Adm-clerical,Not-in-family,,,0.0,1602.0,
44254,32.0,,245487.0,5th-6th,3.0,,,,Amer-Indian-Eskimo,,0.0,0.0,
44255,59.0,,168079.0,HS-grad,9.0,,,,White,,0.0,0.0,
44256,,,427965.0,,9.0,Separated,,Unmarried,,,0.0,0.0,
44257,36.0,,150548.0,,9.0,,,,White,,0.0,0.0,
44258,,Private,97168.0,,6.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
44259,,Private,,,8.0,,Transport-moving,Not-in-family,,Male,0.0,0.0,45.0
44260,,Private,,,12.0,,Craft-repair,Husband,,Male,0.0,0.0,55.0
44261,,Private,169631.0,,9.0,Married-spouse-absent,Adm-clerical,Own-child,,,0.0,0.0,
44262,,Federal-gov,,,9.0,,Exec-managerial,Unmarried,,Female,0.0,0.0,40.0
44263,28.0,,149769.0,HS-grad,9.0,,,,Asian-Pac-Islander,,0.0,0.0,
44264,,Self-emp-not-inc,,,,,Sales,Husband,,Male,0.0,0.0,55.0
44265,,Private,,,12.0,,Craft-repair,Not-in-family,,Male,2354.0,0.0,40.0
44266,,Private,,,4.0,,Other-service,Not-in-family,,Male,0.0,0.0,35.0
44267,,Private,,,12.0,,Machine-op-inspct,Unmarried,,Male,0.0,0.0,40.0
44268,25.0,,193820.0,Masters,14.0,,,,White,,0.0,0.0,
44269,39.0,,52870.0,HS-grad,9.0,,,,White,,0.0,0.0,
44270,69.0,,36956.0,Some-college,10.0,,,,White,,20051.0,0.0,
44271,,Federal-gov,49358.0,,6.0,Never-married,Other-service,Unmarried,,,0.0,0.0,
44272,,Private,,,13.0,,Craft-repair,Husband,,Male,0.0,0.0,44.0
44273,,Self-emp-inc,179579.0,,16.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
44274,,State-gov,,,10.0,,Other-service,Not-in-family,,Female,0.0,0.0,30.0
44275,18.0,,115443.0,11th,7.0,,,,White,,0.0,0.0,
44276,,Self-emp-inc,155761.0,,10.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
44277,,Private,,,11.0,,Sales,Husband,,Male,0.0,0.0,36.0
44278,,Private,125892.0,,13.0,Married-civ-spouse,Tech-support,Husband,,,0.0,0.0,
44279,47.0,,280798.0,Some-college,10.0,,,,White,,0.0,0.0,
44280,,State-gov,,,9.0,,Other-service,Not-in-family,,Male,0.0,0.0,40.0
44281,,Private,,,10.0,,Craft-repair,Husband,,Male,0.0,0.0,40.0
44282,,Self-emp-not-inc,,,9.0,,Other-service,Unmarried,,Female,0.0,0.0,50.0
44283,23.0,,282604.0,11th,7.0,,,,White,,7688.0,0.0,
44284,,Private,,,9.0,,Craft-repair,Own-child,,Male,0.0,0.0,60.0
44285,,State-gov,,,13.0,,Prof-specialty,Husband,,Male,0.0,0.0,40.0
44286,,Private,,,,,Adm-clerical,Other-relative,,Male,0.0,0.0,40.0
44287,,Self-emp-not-inc,,,,,Prof-specialty,Husband,,Male,0.0,0.0,55.0
44288,,Private,285367.0,,9.0,Divorced,Other-service,Not-in-family,,,0.0,0.0,
44289,23.0,,247090.0,9th,5.0,,,,Other,,0.0,0.0,
44290,37.0,,163998.0,12,,,,,White,,0.0,0.0,
44291,,Private,,,8.0,,Other-service,Own-child,,Male,0.0,1602.0,20.0
44292,35.0,,129764.0,HS-grad,9.0,,,,White,,0.0,0.0,
44293,,Private,224361.0,,10.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
44294,,Private,,,10.0,,Adm-clerical,Husband,,Male,0.0,0.0,35.0
44295,,Federal-gov,,,15.0,,Prof-specialty,Husband,,Male,0.0,0.0,80.0
44296,55.0,,86505.0,HS-grad,9.0,,,,White,,0.0,0.0,
44297,,Private,,,13.0,,Sales,Husband,,Male,99999.0,0.0,80.0
44298,24.0,,314165.0,Some-college,10.0,,,,White,,0.0,0.0,
44299,,Private,71067.0,,15.0,Never-married,Prof-specialty,Not-in-family,,,0.0,0.0,
44300,,Private,,,14.0,,Exec-managerial,Husband,,Male,0.0,1977.0,50.0
44301,,Private,,,10.0,,Sales,Not-in-family,,Male,0.0,0.0,40.0
44302,71.0,,108390.0,Some-college,10.0,,,,White,,3432.0,0.0,
44303,,Private,247819.0,,10.0,Never-married,Adm-clerical,Not-in-family,,,0.0,0.0,
44304,36.0,,185366.0,Some-college,10.0,,,,White,,0.0,0.0,
44305,,Self-emp-not-inc,121568.0,,10.0,Never-married,Craft-repair,Own-child,,,0.0,1504.0,
44306,,Private,,,,,Other-service,Not-in-family,,Female,0.0,0.0,15.0
44307,35.0,,260578.0,HS-grad,9.0,,,,White,,0.0,0.0,
44308,20.0,,379198.0,HS-grad,9.0,,,,Other,,0.0,0.0,
44309,,Private,,,9.0,,Handlers-cleaners,Not-in-family,,Male,0.0,0.0,40.0
44310,,Private,408385.0,,6.0,Never-married,Handlers-cleaners,Own-child,,,0.0,0.0,
44311,,Private,203776.0,,12.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
44312,,Private,,,9.0,,Craft-repair,Husband,,Male,0.0,0.0,40.0
44313,,Self-emp-not-inc,310525.0,,,Never-married,Craft-repair,Not-in-family,,,0.0,0.0,
44314,,Private,,,13.0,,Adm-clerical,Own-child,,Male,0.0,0.0,40.0
44315,17.0,,228786.0,10th,6.0,,,,White,,0.0,0.0,
44316,,Private,,,13.0,,Prof-specialty,Husband,,Male,0.0,2246.0,40.0
44317,19.0,,113915.0,,9.0,,,,Black,,0.0,0.0,
44318,,Private,,,9.0,,Machine-op-inspct,Unmarried,,Female,0.0,0.0,40.0
44319,,Private,501671.0,,6.0,Divorced,Machine-op-inspct,Unmarried,,,0.0,0.0,
44320,,Private,,,11.0,,Adm-clerical,Husband,,Male,0.0,0.0,40.0
44321,,Private,,,9.0,,Other-service,Own-child,,Female,0.0,0.0,19.0
44322,,Private,125167.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
44323,,Private,95998.0,,13.0,Divorced,Exec-managerial,Not-in-family,,,0.0,0.0,
44324,48.0,,100067.0,Some-college,10.0,,,,Black,,0.0,0.0,
44325,,Private,177368.0,,10.0,Married-civ-spouse,Adm-clerical,Husband,,,7298.0,0.0,
44326,,Self-emp-not-inc,243665.0,,9.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
44327,,Private,,,10.0,,Tech-support,Husband,,Male,0.0,0.0,40.0
44328,,Private,,,9.0,,Adm-clerical,Wife,,Female,0.0,0.0,20.0
44329,,Private,,,9.0,,Handlers-cleaners,Own-child,,Male,0.0,0.0,40.0
44330,43.0,,972354.0,Some-college,10.0,,,,White,,0.0,0.0,
44331,66.0,,201197.0,Bachelors,13.0,,,,White,,0.0,0.0,
44332,48.0,,236197.0,12th,8.0,,,,Asian-Pac-Islander,,0.0,0.0,
44333,,Private,186446.0,,4.0,Married-civ-spouse,Machine-op-inspct,Wife,,,0.0,0.0,
44334,,Private,182194.0,,12.0,Never-married,Other-service,Not-in-family,,,0.0,0.0,
44335,,Private,,,9.0,,Adm-clerical,Not-in-family,,Female,0.0,0.0,40.0
44336,30.0,,197947.0,HS-grad,9.0,,,,White,,0.0,0.0,
44337,,Private,,,9.0,,Sales,Own-child,,Male,0.0,0.0,40.0
44338,,Local-gov,,,13.0,,Prof-specialty,Wife,,Female,0.0,0.0,40.0
44339,,Local-gov,,,10.0,,Adm-clerical,Unmarried,,Female,0.0,0.0,40.0
44340,50.0,,275181.0,5th-6th,3.0,,,,White,,0.0,0.0,
44341,,Private,94826.0,,3.0,Never-married,Craft-repair,Own-child,,,0.0,0.0,
44342,,Private,,,13.0,,Exec-managerial,Husband,,Male,0.0,0.0,50.0
44343,,Private,,,6.0,,Machine-op-inspct,Not-in-family,,Male,0.0,0.0,40.0
44344,,Private,,,13.0,,Exec-managerial,Husband,,Male,0.0,0.0,50.0
44345,39.0,,122493.0,HS-grad,9.0,,,,White,,7298.0,0.0,
44346,,Private,,,8.0,,Sales,Own-child,,Male,0.0,0.0,24.0
44347,,Private,,,7.0,,Other-service,Husband,,Male,0.0,0.0,40.0
44348,,Private,222434.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
44349,,Private,145636.0,,11.0,Married-civ-spouse,Handlers-cleaners,Husband,,,0.0,0.0,
44350,46.0,,216414.0,Some-college,10.0,,,,White,,0.0,0.0,
44351,,Private,,,9.0,,Prof-specialty,Not-in-family,,Female,0.0,0.0,50.0
44352,,,,,7.0,,,Unmarried,,Male,0.0,0.0,40.0
44353,,Private,278900.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
44354,39.0,,174330.0,HS-grad,9.0,,,,White,,0.0,0.0,
44355,,Private,,,9.0,,Priv-house-serv,Wife,,Female,0.0,0.0,40.0
44356,51.0,,203334.0,Doctorate,16.0,,,,White,,0.0,0.0,
44357,,Private,175925.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
44358,,Private,,,14.0,,Exec-managerial,Husband,,Male,99999.0,0.0,50.0
44359,,Private,196308.0,,10.0,Married-civ-spouse,Other-service,Wife,,,0.0,0.0,
44360,,Private,199915.0,,13.0,Never-married,Adm-clerical,Own-child,,,0.0,0.0,
44361,,Private,168894.0,,13.0,Divorced,Adm-clerical,Unmarried,,,0.0,0.0,
44362,,Private,238246.0,,13.0,Never-married,Prof-specialty,Not-in-family,,,0.0,0.0,
44363,,Self-emp-not-inc,162924.0,,13.0,Divorced,Exec-managerial,Not-in-family,,,0.0,0.0,
44364,,Private,232782.0,,10.0,Never-married,Adm-clerical,Not-in-family,,,0.0,0.0,
44365,,,33404.0,,9.0,Divorced,,Unmarried,,,0.0,0.0,
44366,,Private,30840.0,,14.0,Divorced,Prof-specialty,Not-in-family,,,27828.0,0.0,
44367,76.0,,130585.0,Some-college,10.0,,,,White,,0.0,0.0,
44368,,Private,67791.0,,10.0,Widowed,Sales,Not-in-family,,,0.0,0.0,
44369,44.0,,130749.0,Bachelors,13.0,,,,Black,,0.0,0.0,
44370,,Self-emp-inc,,,13.0,,Sales,Not-in-family,,Male,0.0,0.0,40.0
44371,,Private,,,9.0,,Sales,Own-child,,Male,0.0,0.0,40.0
44372,45.0,,189890.0,HS-grad,9.0,,,,White,,0.0,0.0,
44373,,Private,100125.0,,12.0,Divorced,Transport-moving,Unmarried,,,0.0,0.0,
44374,,Private,42044.0,,7.0,Married-civ-spouse,Transport-moving,Husband,,,0.0,0.0,
44375,,,,,10.0,,,Husband,,Male,0.0,0.0,16.0
